"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"35",1,0,1,1,1,1,1,2,3,1,2,3,3,3,13,1,4,9,4,1,2,4,5,6,8,28,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,28,1,3,4,5,5,7,NA,5,4,4,5,5,2,1,0,0,0,0,0,0,0,0,1275,0,1275,0,900,375,0,0,0,0,0,0,0,318.75,9,18,6603,1,7,3,3,8,0,0,1,0,2
"37",1,0,1,1,1,1,1,2,3,1,3,5,3,3,4,1,3,4,1,96,97,99,100,101,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,97,99,100,1,3,10,1,9,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,660.504,180.96,479.544,0,208.104,334.776,90.48,0,0,0,0,0,27.144,220.168,8,1,3,2,3,3,1,6,0,1,0,0,2
"39",1,0,1,1,1,1,1,2,3,2,3,NA,3,3,3,1,2,7,2,1,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,4,7,4,5,10,1,3,7,5,3,3,5,5,1,1,0,0,0,0,0,0,0,0,650.59,605.2,45.39,118.4679,0,294.1272,177.021,46.7517,0,0,14.2222,0,0,108.431666666667,11,2,217,2,1,1,1,4,0,0,1,0,1
"40",1,0,1,1,1,1,1,2,3,2,3,4,3,2,2,22,1,18,18,1,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,14,20,4,6,10,3,9,NA,5,4,4,3,5,1,1,0,0,0,0,0,0,0,0,341.07,170.535,170.535,109.1424,0,163.7136,54.5712,6.8214,0,0,6.8214,0,0,113.69,7,12,1303,2,8,1,1,3,0,1,0,0,2
"48",1,0,1,1,1,1,1,2,4,1,2,NA,3,3,8,1,2,4,1,5,16,8,9,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,8,16,126,5,9,NA,1,NA,NA,4,4,4,3,3,2,1,0,0,0,0,0,0,0,0,1074.75,0,1074.75,0,573.2,501.55,0,0,0,0,0,0,0,134.34375,2,2,322,2,8,1,2,5,0,0,0,1,2
"54",1,0,1,1,1,1,1,2,4,1,3,NA,3,2,2,18,1,17,18,72,96,99,103,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,72,96,99,4,6,18,1,10,NA,4,4,4,3,4,1,0,1,0,0,0,0,0,0,0,659.3059,175.8149020711,483.490980695524,87.9074510355498,0,351.629804142199,175.8149020711,43.9537255177749,0,0,0,0,0,164.826475,4,1,65,2,3,1,2,5,1,0,0,0,2
"55",1,0,1,1,1,1,1,2,4,1,3,2,3,3,3,1,2,9,9,125,127,131,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,125,127,131,9,NA,NA,2,NA,NA,5,4,4,4,5,2,1,0,0,0,0,0,0,0,0,999,0,999,0,666,333,0,0,0,0,0,0,0,199.8,12,5,501,1,4,2,1,4,0,0,0,1,2
"56",1,0,1,1,1,1,1,2,4,1,5,2,3,2,2,2,1,17,2,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,14,1,5,10,NA,10,NA,NA,4,4,4,4,5,1,1,0,0,0,0,0,0,0,0,327.14,178.44,148.7,148.7,0,148.7,29.74,0,0,0,0,0,0,81.785,8,2,203,1,3,2,1,3,0,1,0,0,2
"60",1,0,1,1,1,1,1,2,4,2,3,4,3,2,2,1,2,4,1,3,4,5,8,14,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,3,5,3,5,10,2,7,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1103.41,716.5,386.91,214.95,0,716.5,143.3,28.66,0,0,0,0,0,137.92625,2,2,220,1,8,1,1,7,0,0,0,1,2
"61",1,0,1,1,1,1,1,2,4,2,3,4,3,3,8,1,2,4,1,5,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,14,18,3,4,5,7,9,NA,4,5,5,5,5,1,0,1,0,0,0,0,0,0,0,1575.9,0,1575.9,1081.5,0,401.7,61.8,30.9,0,0,0,0,0,262.65,2,5,501,1,8,0,1,3,0,0,0,1,3
"65",1,0,1,1,1,1,1,2,4,2,4,3,3,2,2,1,18,20,10,4,5,10,14,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,127,5,4,4,5,15,2,7,9,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,623.355,408.405,214.95,150.465,0,214.95,214.95,42.99,0,0,0,0,0,77.919375,1,2,204,2,8,1,2,5,0,0,0,1,2
"66",1,0,1,1,1,1,1,2,4,2,4,7,3,2,2,1,2,8,1,1,9,5,21,24,29,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,24,35,4,5,NA,3,7,9,5,4,4,5,5,1,0,0,0,1,0,0,0,0,0,1177.6,736,441.6,0,0,736,147.2,147.2,147.2,0,0,0,0,147.2,7,2,218,2,8,0,3,7,0,1,0,0,2
"68",1,0,1,1,1,1,1,2,4,3,NA,NA,3,2,2,1,18,2,7,125,126,129,132,133,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,125,126,132,4,5,8,1,2,NA,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,2379.2,0,2379.2,297.4,0,743.5,446.1,892.2,0,0,0,0,0,297.4,8,2,203,1,5,2,1,6,0,1,0,0,2
"75",1,0,1,1,1,1,1,2,4,3,2,4,3,2,2,18,1,2,18,125,127,128,129,130,131,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,127,128,131,4,5,10,1,2,10,4,3,4,4,4,1,1,0,0,0,0,0,0,0,0,523.44,0,523.44,87.24,0,145.4,218.1,72.7,0,0,0,0,0,130.86,3,2,254,2,4,1,1,7,1,0,0,0,1
"76",1,0,1,1,1,1,1,2,4,3,2,4,3,3,3,2,18,1,2,3,4,5,12,13,14,16,19,96,97,98,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,4,5,4,5,19,1,9,10,5,5,5,4,5,1,1,1,0,0,0,0,0,0,0,763.47,179.64,583.83,314.37,0,224.55,134.73,71.856,17.964,0,0,0,0,152.694,4,1,65,2,5,2,2,13,1,0,0,0,3
"83",1,0,1,1,1,1,1,2,5,3,5,NA,3,2,2,1,18,22,1,124,125,130,131,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,125,130,133,4,5,10,2,9,10,4,3,4,4,4,2,1,0,0,0,0,0,0,0,0,716.5,286.6,429.9,0,286.6,429.9,0,0,0,0,0,0,0,143.3,1,2,215,1,8,0,1,5,0,0,0,1,1
"88",1,0,1,1,1,1,1,2,7,1,2,3,3,3,3,1,4,5,4,4,5,6,14,18,20,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,14,3,5,7,1,3,7,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1481,740.5,740.5,266.58,0,1184.8,29.62,0,0,0,0,0,0,246.833333333333,6,2,201,2,3,1,2,7,0,1,0,0,2
"89",1,0,1,1,1,1,1,2,7,2,3,NA,3,2,2,18,1,2,1,126,127,128,129,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,129,127,NA,5,10,16,2,10,NA,4,5,5,5,5,1,1,0,0,0,0,0,0,0,0,2720.34,1958.34,762,228.6,0,2286,121.92,68.58,15.24,0,0,0,0,680.085,9,2,335,2,4,1,1,5,0,0,1,0,3
"90",1,0,1,1,1,1,1,2,7,2,3,4,3,3,5,1,18,21,18,1,2,4,5,8,16,17,96,98,99,124,125,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,96,125,5,3,4,5,2,7,9,5,5,4,4,4,1,0,1,1,0,0,0,0,0,0,1513,907.8,605.2,302.6,0,756.5,151.3,151.3,0,0,151.3,0,0,168.111111111111,12,2,286,2,4,1,3,13,0,0,0,1,3
"94",1,0,1,1,1,1,1,2,7,3,7,4,3,2,2,1,2,4,1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,129,NA,NA,3,4,5,1,2,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,4832.75,0,4832.75,148.7,0,4461,148.7,74.35,0,0,0,0,0,1208.1875,8,2,290,2,3,1,1,1,0,1,0,0,3
"95",1,0,1,1,1,1,1,2,7,4,2,3,3,2,2,18,1,2,18,125,128,129,130,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,128,130,132,4,5,10,2,10,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,465.28,145.4,319.88,87.24,0,218.1,116.32,43.62,0,0,0,0,0,116.32,3,2,201,2,7,1,1,5,1,0,0,0,2
"102",1,0,1,1,1,1,1,3,11,3,5,2,3,2,2,3,7,4,7,1,2,4,6,13,96,97,99,124,125,127,131,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,6,125,131,1,1,2,4,1,3,9,4,3,4,3,4,1,0,1,1,0,0,0,0,0,0,1020,0,1020,255,0,357,204,204,0,0,0,0,0,170,12,14,1702,2,3,2,3,14,0,0,0,1,1
"110",1,0,1,1,1,1,1,3,2,3,2,1,3,3,5,17,9,1,17,1,4,5,6,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,1,3,4,5,4,5,9,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1029,352.8,676.2,0,352.8,588,88.2,0,0,0,0,0,0,257.25,7,6,701,1,12,3,2,6,0,1,0,0,2
"121",1,0,1,1,1,1,1,3,5,3,2,5,3,3,4,19,17,9,9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,22,54,96,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,8,9,10,1,10,12,2,6,7,4,5,5,3,5,1,1,1,0,0,0,0,0,0,0,744.64,0,744.64,395.59,0,93.08,162.89,46.54,0,0,46.54,0,0,93.08,7,7,5001,1,3,1,4,18,0,1,0,0,3
"125",1,0,1,1,1,1,1,3,7,3,2,1,3,3,3,17,1,7,17,1,2,3,4,5,8,28,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,28,5,8,10,1,2,5,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,968,0,968,0,660,308,0,0,0,0,0,0,0,242,3,19,6024,2,3,1,3,8,1,0,0,0,2
"132",1,0,1,1,1,1,1,4,NA,2,4,5,3,3,3,1,2,19,2,3,4,5,6,8,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,17,5,9,10,3,7,NA,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1454,872.4,581.6,290.8,0,872.4,145.4,145.4,0,0,0,0,0,290.8,3,2,217,1,3,1,1,7,1,0,0,0,2
