"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"709",1,0,1,1,1,2,7,2,15,3,2,6,3,3,3,1,4,7,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,8,NA,5,NA,NA,2,7,NA,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,4346.508,0,4346.508,270.69,0,3867,154.68,54.138,0,0,0,0,0,620.929714285714,2,3,401,1,3,1,1,2,0,0,0,1,2
"711",1,0,1,1,1,3,1,7,2,1,3,4,3,3,3,4,1,18,18,1,4,5,6,9,16,20,22,24,25,27,28,29,32,35,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,4,6,4,8,15,1,5,7,4,5,5,3,4,2,0,0,1,0,0,0,0,0,0,753.3,0,753.3,0,613.8,139.5,0,0,0,0,0,0,0,107.614285714286,1,6,701,2,4,0,3,17,0,0,0,1,3
"712",1,0,1,1,1,3,4,5,1,2,NA,NA,3,3,40,23,18,2,18,21,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,997,21,NA,4,10,NA,10,NA,NA,5,5,5,5,5,2,0,0,0,0,1,0,0,0,0,587.334,0,587.334,0,533.94,53.394,0,0,0,0,0,0,0,195.778,12,1,25,1,8,0,2,2,0,0,0,1,3
"714",1,0,1,1,1,4,1,NA,NA,2,NA,NA,3,3,6,1,2,3,2,5,8,9,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,17,8,9,10,NA,2,5,NA,4,4,4,2,4,2,1,0,0,0,0,0,0,0,0,789.57,0,789.57,0,350.92,438.65,0,0,0,0,0,0,0,197.3925,10,1,151,2,9,5,1,5,0,0,1,0,2
"717",1,0,1,1,1,4,1,2,4,1,5,NA,3,3,3,1,2,4,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,NA,3,4,5,1,5,7,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,3740.13,3740.13,0,0,429.9,2866,358.25,85.98,0,0,0,0,0,935.0325,2,2,206,2,7,2,1,2,0,0,0,1,2
"720",1,0,1,1,1,4,1,3,2,2,NA,NA,3,3,3,1,2,17,1,4,5,6,7,8,14,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,17,4,5,9,10,2,7,10,4,4,3,3,3,1,1,0,0,0,0,0,0,0,0,1331.44,1286.05,45.39,226.95,0,756.5,302.6,45.39,0,0,0,0,0,190.205714285714,11,2,210,2,4,4,1,8,0,0,1,0,2
"721",1,0,1,1,1,4,1,7,2,3,4,2,3,2,2,1,2,7,1,1,5,8,14,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,17,16,4,5,10,2,5,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1160.73,644.85,515.88,515.88,0,501.55,143.3,0,0,0,0,0,0,232.146,1,2,202,2,12,1,1,6,0,0,0,1,3
"723",1,0,1,1,1,4,10,2,NA,3,NA,NA,3,2,2,1,2,8,1,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,3,5,NA,NA,7,NA,NA,5,4,4,4,4,3,1,0,0,0,0,0,0,0,0,678.6,90.48,588.12,0,208.104,361.92,90.48,18.096,0,0,0,0,0,226.2,8,1,2,2,11,2,1,3,0,1,0,0,2
"726",1,0,1,1,1,4,11,7,12,2,3,4,3,3,5,1,2,7,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,8,NA,3,5,19,2,5,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,4216.6,1308.6,2908,290.8,0,2908,872.4,145.4,0,0,0,0,0,702.766666666667,3,2,203,1,7,2,1,2,1,0,0,0,3
"727",1,0,1,1,1,4,13,2,4,2,3,5,3,3,3,19,1,7,19,1,5,8,9,11,12,14,15,17,18,19,20,26,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,1,20,11,3,4,13,2,5,7,5,4,5,5,3,1,0,0,0,0,0,0,1,0,0,2610.3028,1734.36227148901,875.940541156066,315.338594816184,0,1751.88108231213,262.78216234682,175.188108231213,105.112864938728,0,0,0,0,290.033644444444,6,6,743,2,3,2,3,14,0,1,0,0,1
"735",1,0,1,1,1,4,2,NA,NA,3,5,NA,3,2,2,1,2,NA,1,2,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,6,5,12,NA,2,4,5,4,4,3,4,3,1,1,0,0,0,0,0,0,0,0,3467.86,3439.2,28.66,429.9,0,2866,143.3,28.66,0,0,0,0,0,693.572,2,2,234,1,1,2,1,4,0,0,0,1,1
"737",1,0,1,1,1,4,2,1,3,3,NA,NA,3,3,3,1,18,2,2,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,NA,5,10,NA,2,7,NA,4,4,4,3,4,1,1,0,0,0,0,0,0,0,0,907.8,907.8,0,226.95,0,0,453.9,151.3,75.65,0,0,0,0,181.56,11,2,217,2,12,2,1,3,0,0,1,0,2
"738",1,0,1,1,1,4,2,1,4,1,2,3,3,3,3,2,1,7,1,1,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,8,1,4,5,NA,1,2,NA,5,4,4,4,4,1,0,0,0,1,0,0,0,0,0,2149.5,1433,716.5,0,0,1433,573.2,143.3,0,0,0,0,0,429.9,1,2,215,2,5,2,1,3,0,0,0,1,2
"742",1,0,1,1,1,4,2,1,4,4,3,5,3,3,5,1,2,18,1,128,131,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,128,131,133,5,10,NA,2,9,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,3026,3026,0,756.5,0,1513,302.6,151.3,90.78,0,211.82,0,0,605.2,10,2,211,2,12,1,1,3,0,0,1,0,2
"744",1,0,1,1,1,4,2,1,7,6,2,7,3,2,2,1,18,4,1,128,129,131,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,131,129,132,1,7,10,1,9,10,4,5,5,4,3,1,1,0,0,0,0,0,0,0,0,1513,1059.1,453.9,453.9,0,605.2,151.3,151.3,0,0,151.3,0,0,252.166666666667,10,2,232,2,12,1,1,4,0,0,1,0,1
"745",1,0,1,1,1,4,2,10,1,2,NA,NA,3,3,4,1,4,NA,1,125,130,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,130,125,134,5,9,10,1,2,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,469.03,0,469.03,90.78,0,302.6,75.65,0,0,0,0,0,0,156.343333333333,11,2,201,2,7,1,1,3,0,0,1,0,2
"746",1,0,1,1,1,4,2,10,12,5,2,3,3,2,2,1,NA,NA,1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,132,NA,NA,3,5,7,98,NA,NA,5,5,5,5,5,3,1,0,0,0,0,0,0,0,0,802.48,372.58,429.9,0,143.3,573.2,71.65,14.33,0,0,0,0,0,200.62,1,2,215,2,8,1,1,1,0,0,0,1,3
"747",1,0,1,1,1,4,2,10,16,2,3,4,3,2,2,1,2,18,1,5,8,9,10,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,20,5,6,8,2,5,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,4728.9,4299,429.9,174.605538461538,0,4365.13846153846,87.3027692307692,101.853230769231,0,0,0,0,0,945.78,2,2,234,2,11,1,1,6,0,0,0,1,2
"748",1,0,1,1,1,4,2,13,4,3,7,2,3,3,3,1,2,7,1,1,5,6,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,8,4,5,19,4,7,NA,5,5,5,3,5,1,0,1,0,0,0,0,0,0,0,900,500,400,100,0,500,200,100,0,0,0,0,0,112.5,5,6,707,2,8,1,1,5,1,0,0,0,3
"752",1,0,1,1,1,4,2,4,NA,1,2,NA,3,2,2,1,2,NA,1,1,5,8,10,14,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,14,18,3,4,5,2,5,10,5,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1046.09,716.5,329.59,0,157.63,716.5,143.3,28.66,0,0,0,0,0,209.218,1,2,208,2,8,1,1,7,0,0,0,1,2
"754",1,0,1,1,1,4,2,4,1,2,3,4,3,2,2,1,2,7,7,124,128,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,124,128,132,5,NA,NA,2,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,2269.5,1513,756.5,226.95,0,1565.955,476.595,0,0,0,0,0,0,283.6875,12,2,300,1,11,1,1,3,0,0,0,1,3
"755",1,0,1,1,1,4,2,4,1,2,4,3,3,3,5,1,2,18,1,125,128,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,128,125,133,5,6,10,2,9,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,3026,3026,0,756.5,0,1513,302.6,151.3,302.6,0,0,0,0,605.2,10,2,269,2,7,1,1,3,0,0,1,0,2
"756",1,0,1,1,1,4,2,4,1,8,2,NA,3,2,2,1,2,4,1,126,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,126,132,133,7,10,NA,2,9,NA,3,3,3,3,4,1,0,1,0,0,0,0,0,0,0,1586.58804241479,1322.15670201232,264.431340402464,264.431340402464,0,881.437801341548,176.28756026831,264.431340402464,0,0,0,0,0,396.647010603697,10,5,501,1,4,2,1,3,0,0,1,0,1
"757",1,0,1,1,1,4,2,4,10,2,3,4,3,2,2,1,2,4,2,3,5,8,10,13,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,14,5,7,12,1,2,7,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,2502.4,1766.4,736,294.4,0,1913.6,147.2,147.2,0,0,0,0,0,417.066666666667,7,2,210,1,7,1,1,7,0,1,0,0,2
"759",1,0,1,1,1,4,2,4,10,3,2,1,3,3,5,1,2,NA,1,5,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,14,8,1,4,5,7,NA,NA,5,4,4,4,4,3,1,0,0,0,0,0,0,0,0,500.061,0,500.061,0,263.19,175.46,43.865,17.546,0,0,0,0,0,166.687,11,1,19,2,8,1,1,3,0,0,1,0,2
"761",1,0,1,1,1,4,2,4,11,5,2,1,3,3,3,1,2,5,1,5,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,14,8,5,6,10,3,7,10,5,5,5,4,5,3,1,0,0,0,0,0,0,0,0,585.915,0,585.915,0,166.155,262.35,43.725,26.235,0,0,0,0,87.45,195.305,3,1,35,2,8,0,1,3,1,0,0,0,3
"767",1,0,1,1,1,4,2,4,7,2,3,4,3,2,2,1,2,14,1,2,5,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,20,1,NA,NA,2,NA,NA,4,5,5,4,4,1,1,0,0,0,0,0,0,0,0,1234.44,762,472.44,457.2,0,609.6,152.4,15.24,0,0,0,0,0,308.61,9,2,206,2,2,2,1,4,0,0,1,0,3
"769",1,0,1,1,1,4,2,4,7,2,3,7,3,3,3,1,2,NA,1,125,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,128,125,NA,5,6,10,2,10,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,4299,4299,0,273.180602006689,0,3738.26086956522,287.558528428094,0,0,0,0,0,0,1074.75,2,2,211,2,7,1,1,2,0,0,0,1,2
"770",1,0,1,1,1,4,2,4,7,3,2,NA,3,3,4,1,18,2,1,125,128,129,130,131,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,131,129,NA,3,5,10,2,3,10,4,4,5,4,4,1,1,0,0,0,0,0,0,0,0,1189.372,872.4,316.972,157.032,0,727,261.72,43.62,0,0,0,0,0,297.343,3,2,209,2,6,2,1,6,1,0,0,0,2
"772",1,0,1,1,1,4,2,4,7,5,3,2,3,2,2,2,1,NA,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,NA,5,10,NA,1,7,11,4,4,5,4,5,3,1,0,0,0,0,0,0,0,0,845.405,320.364,525.041,0,266.97,177.98,44.495,355.96,0,0,0,0,0,281.801666666667,12,1,9,2,8,0,1,2,0,0,0,1,2
"773",1,0,1,1,1,4,2,4,9,3,5,NA,3,2,2,1,2,NA,1,5,8,18,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,18,5,4,5,10,7,10,NA,5,5,5,5,3,3,1,0,0,0,0,0,0,0,0,640.728,0,640.728,0,355.96,177.98,88.99,17.798,0,0,0,0,0,213.576,12,1,1,2,8,0,1,5,0,0,0,1,1
"774",1,0,1,1,1,4,2,4,9,3,5,2,3,2,2,1,2,18,1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,129,NA,NA,5,NA,NA,2,9,10,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1060.42,773.82,286.6,114.64,0,716.5,214.95,14.33,0,0,0,0,0,212.084,1,2,321,2,8,1,1,1,0,0,0,1,2
"775",1,0,1,1,1,4,2,7,1,3,1,4,3,2,2,1,2,4,1,5,8,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,72,8,5,5,8,9,5,7,NA,5,4,4,4,4,2,1,0,1,0,0,0,0,0,0,1917,0,1917,0,1278,639,0,0,0,0,0,0,0,383.4,9,3,401,2,6,3,2,3,0,0,1,0,2
"778",1,0,1,1,1,4,2,7,10,2,NA,NA,3,3,3,1,2,18,1,1,5,8,124,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,5,8,1,4,5,10,2,5,7,5,4,4,4,4,2,1,0,0,0,0,0,0,0,0,3582.5,2866,716.5,0,286.6,2866,286.6,143.3,0,0,0,0,0,511.785714285714,2,2,237,2,7,1,2,6,0,0,0,1,2
"780",1,0,1,1,1,4,2,7,11,3,2,4,3,2,2,1,2,NA,1,5,6,8,9,14,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,6,19,3,4,6,4,6,7,5,5,5,4,5,3,1,0,0,0,0,0,0,0,0,732.888,0,732.888,0,271.44,361.92,90.48,9.048,0,0,0,0,0,244.296,8,1,2,2,8,0,1,7,0,1,0,0,3
"781",1,0,1,1,1,4,2,7,12,3,4,2,3,2,2,1,17,4,17,1,2,4,5,6,8,24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,8,1,3,4,5,1,5,7,4,5,4,5,4,1,1,1,0,0,0,0,0,0,0,530.0706,86.8968273968317,443.173819723842,156.414289314297,0,173.793654793663,86.8968273968317,69.5174619174654,0,0,43.4484136984158,0,0,176.6902,5,6,701,2,8,1,3,8,1,0,0,0,1
"782",1,0,1,1,1,4,2,7,13,3,1,5,3,2,2,1,9,17,1,1,5,8,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,8,11,4,5,10,1,5,7,4,5,5,5,5,2,0,1,0,0,0,0,0,0,0,1805.58,1433,372.58,0,128.97,1433,214.95,28.66,0,0,0,0,0,300.93,2,2,256,2,8,1,2,5,0,0,0,1,3
"787",1,0,1,1,1,4,3,4,2,3,5,2,3,2,2,19,15,3,19,1,6,8,21,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1,997,6,5,8,10,1,2,5,3,4,4,4,3,1,1,0,0,0,0,0,0,0,0,2200,1800,400,600,0,1200,300,100,0,0,0,0,0,440,7,7,5001,2,2,3,3,5,0,1,0,0,1
