"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"3097",1,0,3,3,1,1,4,6,10,1,3,6,2,2,2,2,1,18,2,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,8,4,10,19,7,10,NA,5,4,5,5,5,3,1,0,0,0,0,0,0,0,0,1279.2,656,623.2,0,623.2,328,164,164,0,0,0,0,0,255.84,7,5,515,2,8,1,1,3,0,1,0,0,2
"3100",1,0,3,3,1,1,4,7,2,3,1,5,2,3,3,1,4,8,1,1,4,5,6,8,10,21,24,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,6,1,5,10,16,3,5,7,4,4,3,4,3,1,1,0,0,0,0,0,0,0,0,2436.70654743049,0,2436.70654743049,649.788412648131,0,812.235515810164,690.400188438639,0,284.282430533557,0,0,0,0,348.100935347213,1,2,201,1,5,1,3,9,0,0,0,1,1
"3101",1,0,3,3,1,1,4,7,2,3,2,5,2,3,3,2,1,17,2,1,2,3,4,5,6,8,9,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,1,4,9,15,4,7,9,5,5,5,4,4,1,1,0,0,0,0,0,0,0,0,715,286,429,277.244897959184,0,143.057222889156,286.114445778311,0,0,0,8.58343337334934,0,0,178.75,3,6,701,2,3,1,1,10,1,0,0,0,3
"3104",1,0,3,3,1,1,4,9,12,3,2,4,2,2,2,2,1,20,20,3,4,5,10,13,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,10,14,3,5,9,3,7,9,4,5,5,4,5,1,1,0,0,0,0,0,0,0,0,3516.298,0,3516.29804142199,1318.61176553325,0,1758.149020711,175.8149020711,87.9074510355498,175.8149020711,0,0,0,0,703.2596,4,3,401,1,3,2,1,7,1,0,0,0,3
"3106",1,0,3,3,1,1,5,12,2,3,2,6,2,2,2,4,18,1,4,1,2,3,4,5,6,7,8,9,10,13,14,18,20,96,97,98,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,1,13,NA,5,9,NA,3,4,7,5,5,5,3,5,1,1,1,0,0,0,0,0,0,0,712.5,600,112.5,187.5,0,225,112.5,75,112.5,0,0,0,0,79.1666666666667,7,18,5006,1,3,1,2,18,0,1,0,0,3
"3107",1,0,3,3,1,1,5,13,2,2,3,5,2,3,4,9,18,21,1,1,3,4,5,7,8,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,48,4,5,10,NA,5,7,8,4,5,5,5,4,1,0,1,0,0,0,0,0,0,0,370.20387656345,176.28756026831,193.916316295141,52.8862680804929,0,176.28756026831,88.1437801341548,52.8862680804929,0,0,0,0,0,74.04077531269,10,17,5959,2,5,2,2,8,0,0,1,0,1
"3108",1,0,3,3,1,1,5,2,7,1,2,3,2,2,2,1,22,2,22,1,4,5,8,13,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,16,1,4,8,9,1,3,5,4,4,4,5,5,1,1,0,0,0,0,0,0,0,0,2293.5,0,2293.5,561,0,1650,82.5,0,0,0,0,0,0,458.7,8,5,502,2,7,3,1,7,0,1,0,0,2
"3109",1,0,3,3,1,1,5,7,8,3,2,NA,2,3,3,4,8,22,4,96,125,127,128,130,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,127,133,96,5,10,16,1,9,NA,5,4,4,4,5,1,1,1,0,0,0,0,0,0,0,2036.12132109898,1762.8756026831,273.24571841588,440.718900670774,0,1013.65347154278,220.359450335387,229.173828348802,88.1437801341548,0,44.0718900670774,0,0,407.224264219795,10,17,5107,1,7,2,2,7,0,0,1,0,2
"3110",1,0,3,3,1,1,5,9,8,2,NA,NA,2,3,13,1,10,3,10,5,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,17,20,5,10,11,1,3,7,3,1,2,3,2,1,1,0,0,0,0,0,0,0,0,1762.8756026831,1322.15670201232,440.718900670774,149.844426228063,0,440.718900670774,440.718900670774,26.4431340402464,440.718900670774,0,0,264.431340402464,0,440.718900670774,11,18,5006,1,5,1,1,3,0,0,1,0,1
"3116",1,0,3,3,1,1,6,13,4,2,5,3,2,3,4,15,7,21,15,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,51,NA,NA,10,NA,NA,1,NA,NA,5,5,5,3,5,2,1,0,0,0,0,0,0,0,0,175.46,0,175.46,0,0,87.73,87.73,0,0,0,0,0,0,35.092,10,1,8,1,8,0,1,1,0,0,1,0,3
"3123",1,0,3,3,1,1,6,4,12,2,3,4,2,3,8,1,10,9,1,1,8,10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,49,10,4,NA,NA,5,NA,NA,4,4,4,3,5,1,1,0,0,0,0,0,0,0,0,2560,1920,640,768,0,1152,512,128,0,0,0,0,0,512,12,3,401,1,7,3,2,4,0,0,0,1,2
"3128",1,0,3,3,1,1,6,8,1,3,1,NA,2,3,4,1,10,17,10,1,8,13,14,40,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,42,40,NA,4,5,10,2,5,NA,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1946.7,1915.8,30.9,0,1390.5,463.5,92.7,0,0,0,0,0,0,389.34,1,5,501,2,8,0,3,7,0,0,0,1,3
"3130",1,0,3,3,1,1,7,1,10,3,2,NA,2,3,4,18,1,2,18,124,125,127,128,129,130,132,133,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,130,127,133,5,10,11,2,10,NA,5,3,4,4,5,1,1,0,0,0,0,0,0,0,0,544.125,544.125,0,116.08,0,290.2,116.08,21.765,0,0,0,0,0,108.825,5,2,201,2,8,1,1,9,1,0,0,0,1
"3131",1,0,3,3,1,1,7,1,2,1,2,3,2,3,3,18,17,1,18,72,96,97,98,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,72,96,97,10,12,16,3,9,NA,5,5,4,4,5,2,1,0,0,0,0,0,0,0,0,1410.30048214648,1322.15670201232,88.1437801341548,0,749.222131140316,572.934570872006,44.0718900670774,0,0,0,0,0,44.0718900670774,352.575120536619,10,19,5053,1,7,4,2,5,0,0,1,0,3
"3134",1,0,3,3,1,1,7,1,2,3,2,6,2,2,2,1,9,12,12,1,3,5,8,12,13,14,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,17,14,3,4,5,3,5,7,4,5,5,3,4,1,0,1,0,0,0,0,0,0,0,1076.075,602,474.075,112.875,0,451.5,451.5,60.2,0,0,0,0,0,134.509375,9,6,701,1,3,1,2,9,0,0,1,0,3
"3135",1,0,3,3,1,1,7,1,4,2,NA,NA,2,2,2,2,5,1,5,1,3,4,5,8,11,12,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,20,NA,5,10,11,3,5,10,5,4,5,5,5,1,1,0,0,0,0,0,0,0,0,1688.34,1658.72,29.62,177.72,0,1332.9,148.1,29.62,0,0,0,0,0,281.39,6,2,203,1,7,2,1,9,0,1,0,0,2
"3136",1,0,3,3,1,1,7,1,4,3,2,5,2,3,5,1,9,10,10,1,2,4,5,9,10,20,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,42,5,3,4,8,1,3,10,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1971.03126525741,0,1971.03126525741,0,1518.95987414333,361.657112891268,90.414278222817,0,0,0,0,0,0,281.575895036773,12,4,402,1,8,1,2,8,0,0,0,1,3
"3139",1,0,3,3,1,1,7,11,4,3,4,6,2,3,4,2,18,17,2,96,97,98,99,100,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,96,99,100,1,2,12,1,3,9,3,3,4,3,5,1,1,0,0,0,0,0,0,0,0,968.32,151.3,817.02,302.6,0,393.38,226.95,45.39,0,0,0,0,0,242.08,12,2,219,2,3,3,1,6,0,0,0,1,1
"3142",1,0,3,3,1,1,7,12,4,3,1,2,2,3,3,17,1,2,17,72,76,78,96,98,99,103,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,72,96,103,10,12,NA,1,9,NA,5,4,5,4,4,2,1,0,0,0,0,0,0,0,0,900,0,900,0,800,20,40,0,0,0,0,0,40,225,5,17,6594,1,4,3,2,8,1,0,0,0,2
"3145",1,0,3,3,1,1,7,16,8,3,2,1,2,2,2,18,19,1,19,72,76,94,95,96,97,98,99,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,4,97,72,99,4,5,10,3,9,NA,4,4,5,4,5,2,1,0,0,0,0,0,0,0,0,1436.74361618672,555.305814845175,881.437801341548,0,766.850887167147,590.563326898837,35.2575120536619,0,0,0,0,0,44.0718900670774,359.185904046681,10,18,5006,1,7,3,3,9,0,0,1,0,2
"3148",1,0,3,3,1,1,7,2,1,2,3,1,2,3,4,1,18,17,1,72,76,96,99,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,72,96,99,4,5,10,1,9,NA,5,4,5,4,5,2,1,0,0,0,0,0,0,0,0,1471.8,1155,316.8,0,742.5,660,26.4,0,0,0,0,0,42.9,490.6,8,5,501,2,7,2,2,5,0,1,0,0,2
"3150",1,0,3,3,1,1,7,2,1,3,2,5,2,3,4,1,17,2,1,5,8,14,17,26,34,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,34,8,5,8,10,1,5,7,4,4,4,3,4,2,1,0,0,0,0,0,0,0,0,999,333,666,0,666,333,0,0,0,0,0,0,0,199.8,5,5,503,2,4,2,3,7,1,0,0,0,2
"3152",1,0,3,3,1,1,7,2,11,3,2,4,2,3,3,17,2,1,17,1,2,4,5,6,8,10,12,13,16,17,96,99,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,96,1,10,1,5,12,1,4,9,5,4,5,4,5,1,1,1,0,0,0,0,0,0,0,1452.48,756.5,695.98,226.95,0,832.15,181.56,136.17,15.13,0,60.52,0,0,290.496,11,2,236,2,4,2,2,14,0,0,1,0,2
"3156",1,0,3,3,1,1,7,2,4,1,3,2,2,3,4,1,2,17,1,1,3,4,5,6,8,9,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,5,6,1,5,6,2,4,5,5,5,5,4,5,2,1,0,0,0,0,0,0,0,0,1883.398,1596.1,287.298,0,580.4,1015.7,261.18,26.118,0,0,0,0,0,376.6796,5,2,201,2,3,1,1,9,1,0,0,0,3
"3157",1,0,3,3,1,1,7,2,4,3,NA,NA,2,3,3,1,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,NA,NA,5,NA,NA,7,NA,NA,4,5,5,4,5,3,1,0,0,0,0,0,0,0,0,822.03,507.21,314.82,0,507.21,262.35,43.725,8.745,0,0,0,0,0,411.015,3,1,77,2,8,1,1,1,1,0,0,0,3
"3168",1,0,3,3,1,1,7,4,1,1,NA,NA,2,3,3,2,18,4,2,96,97,99,100,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,96,99,100,5,10,11,1,NA,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,628.9,0,628.9,0,331,165.5,33.1,66.2,0,0,0,0,33.1,157.225,10,5,501,1,8,1,1,6,0,0,1,0,2
"3170",1,0,3,3,1,1,7,4,10,3,2,1,2,3,3,18,2,3,18,72,96,97,98,99,100,102,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,72,100,98,1,10,15,1,3,9,5,5,5,4,5,2,1,0,0,0,0,0,0,0,0,897.94,0,897.94,0,425.34,283.56,118.15,0,70.89,0,0,0,0,224.485,10,7,5001,2,7,4,2,8,0,0,1,0,3
"3171",1,0,3,3,1,1,7,4,11,3,4,NA,2,3,4,18,2,1,18,1,2,5,6,7,8,9,10,14,16,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,16,14,5,10,15,7,9,NA,5,2,5,4,5,1,1,0,0,0,0,0,0,0,0,1854.36,1308.96,545.4,763.56,0,545.4,545.4,0,0,0,0,0,0,231.795,5,13,1501,1,4,3,1,12,1,0,0,0,1
"3173",1,0,3,3,1,1,7,4,2,3,1,2,2,3,4,18,1,2,18,79,96,98,99,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,96,79,98,1,11,18,1,3,9,5,5,4,5,5,2,1,0,0,0,0,0,0,0,0,1397.7285,615.352157248849,782.376314216393,0,659.305882766623,597.770667041739,35.1629804142199,17.58149020711,43.9537255177749,0,0,0,43.9537255177749,349.432125,4,19,6573,1,2,1,2,5,1,0,0,0,3
"3176",1,0,3,3,1,1,7,4,8,3,2,NA,2,2,2,2,20,1,2,1,2,3,5,6,8,9,17,18,19,20,26,33,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,26,33,20,15,19,NA,6,8,9,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,1150,750,400,0,750,300,0,0,0,0,0,0,100,230,2,17,5009,1,5,2,4,14,0,0,0,1,1
"3178",1,0,3,3,1,1,7,8,1,1,3,4,2,3,3,18,17,1,18,72,76,96,97,98,99,102,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,96,72,98,5,11,16,1,3,9,4,4,5,4,4,2,1,0,0,0,0,0,0,0,0,1428.54559592051,768.521364893944,660.024231026564,0,759.479937071663,587.692808448311,45.2071391114085,0,0,0,0,0,36.1657112891268,357.136398980127,12,17,5009,1,3,2,2,8,0,0,0,1,2
"3179",1,0,3,3,1,1,7,8,9,1,2,3,2,2,2,2,5,18,2,96,97,99,100,102,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,99,102,103,5,12,13,1,9,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,885.09,0,885.09,0,366.75,440.1,48.9,0,0,0,0,0,29.34,295.03,12,7,5024,2,3,2,1,6,0,0,0,1,2
"3180",1,0,3,3,1,1,7,9,NA,2,NA,NA,2,3,4,4,1,NA,4,3,4,5,11,12,15,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,20,NA,4,11,NA,1,NA,NA,5,4,4,4,5,1,0,0,1,0,0,0,0,0,0,1200,0,1200,300,0,600,300,0,0,0,0,0,0,300,5,5,501,2,5,3,1,8,1,0,0,0,2
"3182",1,0,3,3,1,1,7,9,11,1,2,3,2,3,4,1,18,17,18,72,96,98,99,103,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,96,99,72,3,10,12,1,3,9,5,4,4,4,5,2,1,0,0,0,0,0,0,0,0,1795.6781,875.940541156066,919.737568213869,0,613.158378809246,1094.92567644508,43.7970270578033,0,0,0,0,0,43.7970270578033,448.919525,6,19,5053,1,7,4,2,6,0,1,0,0,2
"3186",1,0,3,3,1,1,7,9,4,2,3,NA,2,3,3,2,18,1,1,96,97,98,99,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,103,98,99,5,6,10,1,9,NA,4,4,4,3,4,1,0,1,0,0,0,0,0,0,0,472.86,0,472.86,99.9,0,206.46,133.2,33.3,0,0,0,0,0,118.215,9,5,504,2,3,1,1,5,0,0,1,0,2
"3189",1,0,3,3,1,1,8,1,2,1,3,5,2,3,4,18,10,1,1,1,2,4,5,8,131,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,133,8,4,5,8,11,5,7,NA,5,5,5,4,5,2,1,0,0,0,0,0,0,0,0,1558.62,0,1558.62,0,1484.4,74.22,0,0,0,0,0,0,0,222.66,12,4,402,2,8,0,2,7,0,0,0,1,3
"3190",1,0,3,3,1,1,8,1,2,3,1,7,2,3,7,1,18,NA,1,3,4,8,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,50,8,4,9,18,1,5,8,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,936.18,0,936.18,0,0,601.83,334.35,0,0,0,0,0,0,187.236,1,7,6455,2,8,1,2,5,0,0,0,1,3
"3194",1,0,3,3,1,1,8,13,2,5,2,3,2,3,4,1,20,9,1,2,4,5,8,9,10,14,15,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,8,14,4,5,9,1,7,10,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1855.5,927.75,927.75,593.76,0,1113.3,96.486,51.954,0,0,0,0,0,231.9375,12,4,402,1,7,3,1,10,0,0,0,1,2
