"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"15",1,0,1,1,1,1,1,13,8,1,3,4,2,3,7,17,9,18,9,1,2,4,5,8,9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,1,4,5,8,9,1,5,6,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1798.4,0,1798.4,0,674.4,674.4,449.6,0,0,0,0,0,0,449.6,3,7,5575,1,8,0,2,7,1,0,0,0,3
"18",1,0,1,1,1,1,1,16,2,2,3,1,2,2,2,18,1,2,18,124,125,127,128,129,130,131,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,129,130,127,1,5,10,2,10,NA,4,4,4,4,4,1,0,0,1,0,0,0,0,0,0,523.44,145.4,378.04,232.64,0,145.4,145.4,0,0,0,0,0,0,87.24,3,2,290,2,4,1,1,9,1,0,0,0,2
"19",1,0,1,1,1,1,1,16,4,2,NA,NA,2,2,2,18,7,2,18,124,125,127,128,129,130,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,129,124,125,10,11,NA,10,NA,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,581.6,145.4,436.2,145.4,0,101.78,290.8,43.62,0,0,0,0,0,193.866666666667,3,2,209,1,6,1,1,7,1,0,0,0,2
"23",1,0,1,1,1,1,1,2,10,3,NA,NA,2,2,2,17,1,18,1,1,4,6,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,6,4,5,NA,4,NA,NA,5,5,4,3,5,1,1,0,0,0,0,0,0,0,0,920,0,920,400,0,400,100,20,0,0,0,0,0,230,11,14,1702,2,9,1,1,5,0,0,1,0,3
"27",1,0,1,1,1,1,1,2,11,2,3,NA,2,3,5,1,2,17,1,5,10,14,16,17,20,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,5,108,NA,1,4,8,1,2,7,5,4,4,3,5,1,1,0,0,0,0,0,0,0,0,1263.95,1219.34,44.61,223.05,0,743.5,223.05,74.35,0,0,0,0,0,210.658333333333,8,2,356,2,9,1,2,7,0,1,0,0,2
"29",1,0,1,1,1,1,1,2,11,3,5,2,2,3,5,18,1,2,17,1,5,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,6,5,9,NA,4,7,NA,4,4,4,4,5,1,1,0,0,0,0,0,0,0,0,13.95,11.16,2.79,4.185,0,4.185,3.627,1.953,0,0,0,0,0,1.74375,2,6,701,1,3,2,2,4,0,0,0,1,2
"31",1,0,1,1,1,1,1,2,15,2,NA,NA,2,2,2,2,11,1,11,5,124,125,128,130,131,132,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,997,128,124,4,5,10,1,7,NA,4,4,4,3,4,1,1,0,0,1,0,0,0,0,0,1538.97452997153,0,1538.97452997153,427.492924992092,0,854.985849984183,170.997169996837,85.4985849984183,0,0,0,0,0,219.853504281647,7,2,205,1,8,0,2,8,0,1,0,0,2
"42",1,0,1,1,1,1,1,2,3,3,NA,NA,2,2,2,1,2,9,1,4,5,8,13,17,24,35,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,5,4,8,9,10,5,7,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,844.05,844.05,0,0,513.05,331,0,0,0,0,0,0,0,168.81,11,5,502,2,4,4,4,8,0,0,1,0,2
"43",1,0,1,1,1,1,1,2,3,3,1,NA,2,3,4,1,2,18,2,2,4,5,6,8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,2,8,1,3,4,1,2,3,5,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1760,0,1760,0,440,1320,0,0,0,0,0,0,0,440,5,19,5208,2,3,1,2,6,1,0,0,0,2
"45",1,0,1,1,1,1,1,2,4,1,NA,NA,2,3,3,1,2,9,18,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,8,5,8,NA,1,NA,NA,4,5,4,4,5,2,1,0,0,0,0,0,0,0,0,1012,0,1012,0,572,440,0,0,0,0,0,0,0,253,6,19,5208,2,9,4,1,3,0,1,0,0,3
"46",1,0,1,1,1,1,1,2,4,1,NA,NA,2,3,3,2,1,19,2,5,8,11,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,22,NA,5,8,10,1,5,9,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1191.6,1191.6,0,0,496.5,662,0,0,0,33.1,0,0,0,238.32,11,5,505,1,7,4,2,5,0,0,1,0,2
"47",1,0,1,1,1,1,1,2,4,1,NA,NA,2,3,7,1,19,2,18,125,127,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,125,127,133,10,NA,NA,9,NA,NA,5,5,5,4,4,2,1,0,0,0,0,0,0,0,0,1282,0,1282,0,1282,0,0,0,0,0,0,0,0,256.4,11,3,401,2,12,2,1,4,0,0,1,0,3
"49",1,0,1,1,1,1,1,2,4,1,2,3,2,3,4,17,1,21,17,4,5,6,8,12,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,17,5,6,9,1,5,7,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,661.078351006161,0,661.078351006161,264.431340402464,0,264.431340402464,88.1437801341548,44.0718900670774,0,0,0,0,0,165.26958775154,10,17,5009,2,2,4,1,7,0,0,1,0,3
"52",1,0,1,1,1,1,1,2,4,1,2,4,2,2,2,1,2,4,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,5,5,10,11,1,7,NA,4,5,4,5,5,2,1,0,0,0,0,0,0,0,0,859.8,0,859.8,0,547.15,312.65,0,0,0,0,0,0,0,171.96,2,2,294,1,4,1,1,3,0,0,0,1,3
"53",1,0,1,1,1,1,1,2,4,1,2,4,2,2,2,2,1,9,1,1,3,4,5,6,8,9,10,13,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,14,20,2,5,10,1,7,10,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1296,972,324,0,648,324,162,162,0,0,0,0,0,259.2,3,5,509,2,4,5,1,11,1,0,0,0,3
"57",1,0,1,1,1,1,1,2,4,2,NA,NA,2,3,4,2,18,7,18,125,128,129,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,129,132,125,9,10,NA,10,NA,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,518.35,370.25,148.1,103.67,0,296.2,88.86,29.62,0,0,0,0,0,129.5875,6,2,254,2,11,2,1,4,0,1,0,0,2
"62",1,0,1,1,1,1,1,2,4,2,3,4,2,2,2,1,2,4,1,3,4,5,13,14,16,17,18,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,13,14,5,10,13,5,7,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,788.15,286.6,501.55,143.3,0,429.9,143.3,71.65,0,0,0,0,0,157.63,2,2,201,2,8,1,1,10,0,0,0,1,2
"69",1,0,1,1,1,1,1,2,4,3,1,2,2,3,3,2,4,1,2,5,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,28,5,8,3,5,19,7,NA,NA,5,5,5,5,5,2,1,0,1,0,0,0,0,0,0,1006.5,0,1006.5,0,676.5,330,0,0,0,0,0,0,0,201.3,8,5,501,1,8,0,2,3,0,1,0,0,3
"71",1,0,1,1,1,1,1,2,4,3,2,NA,2,2,2,18,1,9,18,1,5,9,12,28,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,96,1,5,1,5,NA,1,7,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,437.9703,0,437.970270578033,210.225729877456,0,70.0752432924853,70.0752432924853,70.0752432924853,17.5188108231213,0,0,0,0,48.6633666666667,6,6,701,1,4,1,3,6,0,1,0,0,2
"73",1,0,1,1,1,1,1,2,4,3,2,1,2,2,2,1,2,20,2,125,128,129,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,129,125,131,1,3,5,2,3,10,4,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1160.73,730.83,429.9,85.98,0,716.5,286.6,71.65,0,0,0,0,0,290.1825,2,2,201,1,4,1,1,4,0,0,0,1,3
"74",1,0,1,1,1,1,1,2,4,3,2,1,2,2,2,20,1,2,1,2,5,8,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,48,NA,4,5,8,2,5,7,4,5,5,4,5,2,1,0,0,0,0,0,0,0,0,1760,1320,440,0,1320,440,0,0,0,0,0,0,0,440,2,19,6024,2,3,1,2,5,0,0,0,1,3
"77",1,0,1,1,1,1,1,2,4,3,2,4,2,3,4,2,1,4,2,72,96,97,99,101,102,103,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,103,102,99,5,9,10,2,3,10,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1256.7,442.5,814.2,0,858.45,309.75,44.25,0,0,0,0,0,44.25,314.175,7,1,3,2,4,3,2,8,0,1,0,0,3
"79",1,0,1,1,1,1,1,2,4,3,2,5,2,2,2,2,18,20,18,125,128,131,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,133,125,128,5,8,NA,2,3,10,4,5,5,4,5,1,1,0,0,0,0,0,0,0,0,573.2,429.9,143.3,186.29,0,286.6,71.65,28.66,0,0,0,0,0,95.5333333333333,1,2,236,2,8,1,1,4,0,0,0,1,3
"81",1,0,1,1,1,1,1,2,5,1,3,2,2,2,2,1,10,22,10,1,2,4,5,6,8,9,16,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,4,3,4,9,3,4,7,4,4,4,4,5,2,1,0,0,0,0,0,0,0,0,1344.75,0,1344.75,0,855.75,489,0,0,0,0,0,0,0,268.95,12,7,5024,2,1,2,2,9,0,0,0,1,2
"82",1,0,1,1,1,1,1,2,5,3,NA,NA,2,3,4,18,2,1,2,1,2,5,6,8,12,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,96,1,2,1,8,18,1,3,5,5,5,5,4,5,1,1,0,0,0,0,0,0,0,0,1600,1000,600,500,0,300,300,300,100,0,100,0,0,266.666666666667,5,19,5208,1,5,2,2,7,1,0,0,0,3
"84",1,0,1,1,1,1,1,2,5,4,3,NA,2,2,2,1,2,8,4,1,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1,7,6,4,NA,NA,3,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,2877.66,1598.7,1278.96,1598.7,0,639.48,639.48,0,0,0,0,0,0,151.455789473684,4,13,1501,1,7,1,1,4,1,0,0,0,3
