"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"58",1,0,1,1,1,1,1,2,4,2,NA,NA,1,1,1,1,2,10,10,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,8,NA,5,8,10,5,NA,NA,4,4,4,4,4,1,0,0,0,1,0,0,0,0,0,704,0,704,0,0,440,220,44,0,0,0,0,0,176,12,19,5053,1,7,3,1,3,0,0,0,1,2
"59",1,0,1,1,1,1,1,2,4,2,3,1,1,1,1,2,1,7,2,2,5,10,12,14,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,10,14,5,9,10,7,10,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1454,872.4,581.6,290.8,0,1017.8,145.4,0,0,0,0,0,0,363.5,3,2,224,2,7,1,1,7,1,0,0,0,2
"67",1,0,1,1,1,1,1,2,4,2,7,NA,1,1,1,1,2,7,7,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,20,102,101,NA,3,5,12,1,3,NA,5,4,4,4,5,1,0,0,0,1,0,0,0,0,0,4339.88535469522,2712.42834668451,1627.45700801071,0,0,3616.57112891268,452.071391114085,180.828556445634,90.414278222817,0,0,0,0,216.994267734761,12,2,214,1,11,1,1,2,0,0,0,1,2
"70",1,0,1,1,1,1,1,2,4,3,1,4,1,1,1,8,1,17,8,1,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,5,16,5,8,12,1,2,7,4,4,4,4,4,1,0,0,0,1,0,0,1,0,0,2394.15,0,2394.15,72.55,0,1451,725.5,145.1,0,0,0,0,0,342.021428571429,5,2,218,1,7,1,1,3,1,0,0,0,2
"72",1,0,1,1,1,1,1,2,4,3,2,NA,1,1,1,1,2,18,1,125,128,129,131,132,133,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,132,131,129,4,5,10,2,10,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1078.868,0,1078.868,174.48,0,436.2,436.2,31.988,0,0,0,0,0,269.717,3,2,202,2,4,1,1,7,1,0,0,0,2
"78",1,0,1,1,1,1,1,2,4,3,2,4,1,1,1,1,19,17,19,1,3,4,5,6,7,8,11,12,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,3,1,4,5,6,2,7,8,3,4,3,4,3,1,1,0,0,0,0,0,0,0,0,2314.18,1157.09,1157.09,841.52,0,1157.09,315.57,0,0,0,0,0,0,178.013846153846,3,12,1348,2,8,0,1,11,1,0,0,0,1
"85",1,0,1,1,1,1,1,2,6,1,3,2,1,1,1,1,17,18,1,1,2,3,4,5,6,8,14,16,17,18,20,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,1,14,5,10,19,1,5,7,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,515,0,515,55,0,300,100,60,0,0,0,0,0,103,8,17,8226,2,5,1,2,13,0,1,0,0,3
"86",1,0,1,1,1,1,1,2,6,1,3,4,1,1,1,1,2,4,1,1,5,6,8,10,11,17,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,24,25,5,1,2,NA,1,4,5,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,4299,0,4299,1433,0,1433,1433,0,0,0,0,0,0,130.272727272727,1,2,215,1,12,1,2,9,0,0,0,1,2
"92",1,0,1,1,1,1,1,2,7,3,4,2,1,1,1,9,17,NA,17,64,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,65,64,68,98,NA,NA,98,NA,NA,5,4,4,5,5,1,1,0,0,0,0,0,0,0,0,316.344764494148,0,316.344764494148,85.4985849984183,0,0,102.598301998102,128.247877497627,0,0,0,0,0,158.172382247074,7,14,1707,1,8,1,1,3,0,1,0,0,2
"96",1,0,1,1,1,1,1,2,7,9,NA,NA,1,1,1,1,2,7,1,1,3,4,5,6,8,28,31,32,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,28,5,7,16,1,3,5,3,3,3,4,4,1,1,0,0,0,0,0,0,0,0,1472,1177.6,294.4,368,0,883.2,147.2,73.6,0,0,0,0,0,294.4,7,2,229,1,8,0,2,10,0,1,0,0,1
"97",1,0,1,1,1,1,1,2,8,1,3,5,1,1,1,4,5,7,7,1,4,5,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,14,4,5,NA,1,7,NA,4,3,4,4,5,1,1,0,0,0,0,0,0,0,0,925.509691408625,440.718900670774,484.790790737851,308.503230469542,0,440.718900670774,88.1437801341548,88.1437801341548,0,0,0,0,0,185.101938281725,11,18,5006,2,7,2,1,5,0,0,1,0,1
"98",1,0,1,1,1,1,1,2,8,3,NA,NA,1,1,1,7,1,4,7,2,4,5,6,8,9,12,13,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,8,5,4,6,NA,5,6,7,5,5,5,4,5,1,1,0,0,0,0,0,0,0,0,500,200,300,200,0,200,50,50,0,0,0,0,0,100,5,16,5102,2,2,2,1,10,1,0,0,0,3
"101",1,0,1,1,1,1,1,3,10,2,3,NA,1,1,1,2,4,7,2,124,125,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,124,125,131,4,5,10,2,NA,NA,4,3,3,4,4,1,0,1,0,0,0,0,0,0,0,925.509691408625,749.222131140316,176.28756026831,308.503230469542,0,176.28756026831,264.431340402464,88.1437801341548,88.1437801341548,0,0,0,0,115.688711426078,10,2,203,1,12,2,1,3,0,0,1,0,1
"104",1,0,1,1,1,1,1,3,13,3,NA,NA,1,1,1,17,21,20,21,1,2,3,5,7,8,9,14,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,20,1,5,14,NA,7,9,NA,4,1,4,4,4,1,0,1,0,0,0,0,0,0,0,510,0,510,100,0,200,150,50,0,0,10,0,0,127.5,9,9,816,2,3,3,1,10,0,0,1,0,1
"105",1,0,1,1,1,1,1,3,16,1,NA,NA,1,1,1,1,17,NA,1,2,3,8,12,16,21,28,29,125,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,125,132,16,4,9,NA,1,5,NA,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,1187.56,0,1187.56,0,1011.56,132,44,0,0,0,0,0,0,197.926666666667,3,19,5208,2,2,2,4,10,1,0,0,0,1
"109",1,0,1,1,1,1,1,3,2,3,NA,NA,1,1,1,17,2,18,17,1,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,10,5,NA,NA,1,NA,NA,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1450,1000,450,150,0,200,1000,100,0,0,0,0,0,362.5,10,14,1704,1,2,2,1,3,0,0,1,0,2
"112",1,0,1,1,1,1,1,3,2,4,2,5,1,1,1,17,1,2,17,1,2,3,4,5,6,8,9,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,8,9,4,8,15,3,4,7,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,1204,0,1204,451.5,0,150.5,150.5,451.5,0,0,0,0,0,240.8,9,6,767,2,4,2,1,10,0,0,1,0,3
"115",1,0,1,1,1,1,1,3,4,2,NA,NA,1,1,1,18,4,2,18,3,5,8,25,31,41,125,133,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,125,5,8,5,12,NA,1,7,NA,5,5,5,4,5,1,0,1,0,0,0,0,0,0,0,1825.28,1472,353.28,88.32,0,1472,117.76,147.2,0,0,0,0,0,304.213333333333,7,2,212,1,7,2,4,9,0,1,0,0,3
"118",1,0,1,1,1,1,1,3,4,3,2,NA,1,1,1,2,17,18,17,1,2,3,4,5,6,16,17,125,129,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,1,129,17,4,8,10,2,3,9,4,4,4,4,5,1,1,0,0,0,0,0,0,0,0,1289.7,573.2,716.5,455.188235294118,0,606.917647058823,151.729411764706,75.8647058823529,0,0,0,0,0,117.245454545455,2,2,203,2,11,1,2,11,0,0,0,1,2
"122",1,0,1,1,1,1,1,3,7,1,NA,NA,1,1,1,1,4,9,9,1,2,5,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,28,NA,3,5,10,1,2,5,3,4,5,3,3,2,1,0,0,0,0,0,0,0,0,704,0,704,0,528,176,0,0,0,0,0,0,0,176,7,19,5208,2,3,3,2,5,0,1,0,0,2
"127",1,0,1,1,1,1,1,3,8,2,3,1,1,1,1,18,10,11,18,1,3,4,5,6,8,9,13,14,24,25,50,97,104,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,13,1,50,9,3,4,9,1,4,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,337.41,0,337.41,146.7,0,122.25,19.56,48.9,0,0,0,0,0,25.9546153846154,12,7,5001,1,12,1,5,15,0,0,0,1,3
"128",1,0,1,1,1,1,1,3,8,3,4,5,1,1,1,1,2,17,17,21,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,48,21,NA,4,5,15,3,9,10,5,4,4,4,5,1,1,0,0,0,0,0,0,0,0,1510,0,1510,906,0,604,0,0,0,0,0,0,0,251.666666666667,11,6,723,2,7,2,2,2,0,0,1,0,2
"134",1,0,1,1,1,1,1,4,10,2,3,4,1,1,1,2,4,18,18,124,125,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,124,125,133,4,6,8,2,9,NA,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,695.98,605.2,90.78,302.6,0,0,302.6,90.78,0,0,0,0,0,139.196,10,2,288,1,6,3,1,3,0,0,1,0,2
"136",1,0,1,1,1,1,1,4,10,5,NA,NA,1,1,1,7,11,17,17,1,2,4,11,12,13,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,40,NA,13,NA,NA,2,NA,NA,4,3,4,4,5,1,0,1,0,0,0,0,0,0,0,665.72,302.6,363.12,181.56,0,302.6,151.3,30.26,0,0,0,0,0,60.52,10,2,210,1,8,1,2,8,0,0,1,0,1
"142",1,0,1,1,1,1,1,4,16,3,2,4,1,1,1,11,1,16,11,79,80,96,97,98,99,100,102,103,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,30,79,80,96,3,4,5,1,3,9,4,5,5,5,5,1,1,0,0,1,0,0,0,0,0,2995.94317043776,1697.41822687692,1298.52494356084,848.70911343846,0,297.048189703461,848.70911343846,424.35455671923,33.9483645375384,0,33.9483645375384,84.870911343846,424.35455671923,99.8647723479255,2,9,807,2,11,1,2,10,0,0,0,1,3
