"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"2485",1,0,2,2,1,6,NA,NA,NA,3,7,2,1,1,1,15,3,4,4,1,3,4,5,6,8,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,5,8,98,NA,NA,98,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,432.418208929042,0,432.418208929042,256.117884396106,0,0,132.444522410315,43.8558021226209,0,0,0,0,0,72.0697014881736,9,7,5001,1,2,1,1,8,0,0,1,0,3
"2487",1,0,2,2,1,6,NA,NA,NA,3,8,7,1,1,1,15,17,5,5,7,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,7,NA,4,5,6,3,5,9,4,4,3,4,5,1,1,0,0,0,0,0,0,0,0,814.59,791.316,23.274,523.665,0,174.555,58.185,58.185,0,0,0,0,0,162.918,11,97,5027,2,2,2,1,3,0,0,1,0,2
"2488",1,0,2,2,1,6,NA,NA,NA,4,2,3,1,1,1,15,17,20,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,2,NA,98,NA,NA,98,NA,NA,5,3,5,4,5,1,0,1,0,0,0,0,0,0,0,270,200,70,200,0,0,70,0,0,0,0,0,0,45,6,16,5362,1,5,2,1,2,0,1,0,0,1
"2506",1,0,2,2,1,6,NA,NA,NA,9,NA,NA,1,1,1,12,1,17,17,1,2,4,6,8,10,12,20,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,29,4,6,10,11,NA,NA,4,5,10,4,5,5,4,5,1,1,0,0,0,1,0,0,0,0,998.53,384.05,614.48,384.05,0,76.81,537.67,0,0,0,0,0,0,34.4320689655172,11,8,601,1,12,3,2,9,0,0,1,0,3
"2507",1,0,2,2,1,6,NA,NA,NA,9,NA,NA,1,1,1,16,NA,NA,16,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,58,NA,NA,98,NA,NA,98,NA,NA,4,3,4,4,4,1,1,0,0,0,0,0,0,0,0,1590.984,1570.05,20.934,1570.05,0,0,20.934,0,0,0,0,0,0,79.5492,1,97,5032,1,2,3,1,1,0,0,0,1,1
"2508",1,0,2,2,1,6,NA,NA,NA,9,NA,NA,1,1,1,16,15,14,14,36,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,29,997,NA,10,NA,NA,10,NA,NA,4,4,4,2,5,1,1,0,0,0,0,0,0,0,0,741.24,741.24,0,553.8,0,42.6,127.8,17.04,0,0,0,0,0,92.655,1,1,10,1,6,2,2,3,0,0,0,1,2
"2509",1,0,2,2,1,6,NA,NA,NA,9,NA,NA,1,1,1,2,15,NA,2,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,132,NA,NA,5,NA,NA,1,NA,NA,4,4,4,5,5,1,1,0,0,0,0,0,0,0,0,192.53,192.53,0,74.05,0,74.05,44.43,0,0,0,0,0,0,96.265,6,2,201,1,3,1,1,1,0,1,0,0,2
"2510",1,0,2,2,1,7,NA,NA,NA,1,NA,NA,1,1,1,14,NA,NA,14,2,3,5,6,8,10,11,14,16,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,120,5,10,16,3,4,5,4,5,8,5,4,4,4,5,1,0,0,0,0,1,0,0,0,0,1356.21417334225,1084.9713386738,271.242834668451,1084.9713386738,0,180.828556445634,0,90.414278222817,0,0,0,0,0,NA,12,9,813,2,8,1,1,11,0,0,1,1,2
"2511",1,0,2,2,1,7,NA,NA,NA,1,NA,NA,1,1,1,2,4,NA,2,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,120,997,NA,NA,2,NA,NA,1,NA,NA,4,4,4,3,4,1,0,0,0,0,1,0,0,0,0,1000,0,1000,0,0,300,200,500,0,0,0,0,0,NA,5,19,5053,1,8,1,1,1,1,0,0,1,2
"2512",1,0,2,2,1,7,NA,NA,NA,1,2,NA,1,1,1,1,2,14,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,10,NA,NA,3,4,5,2,10,NA,4,4,4,4,5,1,0,0,1,0,0,0,0,0,0,1600,0,1600,300,0,300,200,800,0,0,0,0,0,61.5384615384615,8,19,5053,2,8,1,1,1,0,1,0,0,2
"2518",1,0,2,2,1,7,NA,NA,NA,2,NA,NA,1,1,1,14,1,15,22,2,8,9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,2,8,9,4,NA,NA,5,NA,NA,4,4,5,5,5,1,0,0,0,0,1,0,0,0,0,400,0,400,200,0,100,50,50,0,0,0,0,0,26.6666666666667,4,15,5540,2,1,1,2,4,1,0,0,0,2
"2519",1,0,2,2,1,7,NA,NA,NA,2,NA,NA,1,1,1,14,2,NA,2,108,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,108,111,NA,9,10,NA,10,NA,NA,5,5,5,4,5,1,0,0,0,0,1,0,0,0,0,385.06,385.06,0,148.1,0,148.1,88.86,0,0,0,0,0,0,55.0085714285714,6,2,209,1,8,0,1,2,0,1,0,0,3
"2522",1,0,2,2,1,7,NA,NA,NA,2,3,6,1,1,1,1,2,3,1,3,4,5,8,54,58,96,98,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,51,4,54,98,5,11,NA,2,NA,NA,4,5,5,5,5,1,1,0,0,0,0,0,0,0,0,3717.5,1487,2230.5,1487,0,1487,743.5,0,0,0,0,0,0,72.8921568627451,8,2,217,1,1,2,3,9,0,1,0,0,3
"2523",1,0,2,2,1,7,NA,NA,NA,2,3,6,1,1,1,2,14,7,2,3,5,8,13,19,20,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,13,19,20,4,5,16,3,7,10,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,1454,0,1454,0,0,1163.2,145.4,145.4,0,0,0,0,0,90.875,3,2,212,1,8,1,2,8,1,0,0,0,2
"2525",1,0,2,2,1,7,NA,NA,NA,2,6,4,1,1,1,1,2,14,1,4,5,6,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,9,5,10,16,3,4,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,401.49,0,401.49,29.74,0,297.4,44.61,29.74,0,0,0,0,0,133.83,8,2,202,2,4,1,1,5,0,1,0,0,3
"2526",1,0,2,2,1,7,NA,NA,NA,3,2,NA,1,1,1,14,22,9,19,4,5,8,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,90,5,4,8,1,6,NA,3,5,7,5,4,4,3,5,1,0,0,0,1,1,0,0,0,0,3252.95,605.2,2647.75,907.8,0,680.85,1210.4,453.9,0,0,0,0,0,NA,12,2,208,2,8,0,2,4,0,0,1,1,2
"2527",1,0,2,2,1,7,NA,NA,NA,3,2,4,1,1,1,14,17,2,22,1,2,3,4,5,6,7,8,9,13,14,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60,1,13,4,4,6,10,3,5,7,5,5,5,3,5,1,0,0,0,0,1,0,0,0,0,2056.92482956909,1152.78204734092,904.14278222817,1197.98918645233,0,271.242834668451,361.657112891268,90.414278222817,90.414278222817,0,45.2071391114085,0,0,34.2820804928181,12,9,804,2,10,0,1,13,0,0,1,1,3
"2528",1,0,2,2,1,7,NA,NA,NA,3,2,5,1,1,1,1,10,17,10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,91,15,18,8,3,5,11,6,7,8,5,5,5,5,5,1,0,0,0,0,0,0,0,1,0,1545.70123312609,0,1545.70123312609,601.106035104592,0,257.616872187682,214.680726823069,214.680726823069,171.744581458455,0,85.8722907292275,0,0,NA,3,15,5020,1,3,1,1,19,1,0,0,1,3
"2529",1,0,2,2,1,7,NA,NA,NA,3,2,7,1,1,1,15,17,1,22,1,5,10,20,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,54,1,10,10,14,NA,7,10,NA,5,4,5,4,5,1,0,1,0,0,1,0,0,0,0,232.2,0,232.2,51.6,0,51.6,34.4,25.8,17.2,0,51.6,0,0,33.1714285714286,10,14,1705,1,8,0,2,5,0,0,1,0,2
"2531",1,0,2,2,1,7,NA,NA,NA,5,6,2,1,1,1,17,11,7,11,1,2,3,4,5,8,9,11,13,14,16,17,20,29,108,120,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,130,14,108,29,5,14,16,7,8,9,4,3,2,5,4,1,0,1,0,0,1,0,0,0,0,3335.8675,1121.3,2214.5675,1121.3,0,112.13,1681.95,280.325,112.13,28.0325,0,0,0,NA,6,13,1501,2,8,1,4,17,1,1,0,0,1
"2535",1,0,2,2,1,7,NA,NA,NA,8,2,NA,1,1,1,15,1,7,15,5,6,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,NA,5,10,12,4,7,NA,4,3,4,4,5,1,1,0,0,0,0,0,0,0,0,374.88,119.28,255.6,119.28,0,170.4,42.6,42.6,0,0,0,0,0,124.96,1,1,86,1,7,3,2,3,0,0,0,1,1
"2536",1,0,2,2,1,7,NA,NA,NA,8,2,3,1,1,1,8,22,14,22,1,5,16,54,72,91,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,10,10,91,96,1,4,10,14,9,10,NA,5,5,5,5,5,1,0,0,0,0,1,0,1,0,0,1040,0,1040,500,0,40,400,100,0,0,0,0,0,104,7,15,5536,1,8,1,5,7,0,1,0,0,3
"2556",1,0,2,2,2,1,11,2,1,3,4,NA,1,1,1,1,17,2,17,1,3,4,5,6,8,9,12,13,14,16,17,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,3,4,NA,NA,7,NA,NA,4,4,4,3,4,1,0,1,0,0,0,0,0,0,0,483.2,120.8,362.4,120.8,0,151,151,60.4,0,0,0,0,0,96.64,11,6,701,2,3,1,1,14,0,0,1,0,2
"2558",1,0,2,2,2,1,12,3,11,3,4,2,1,1,1,18,11,17,11,1,4,8,9,15,20,24,72,89,96,97,100,126,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,11,18,126,96,72,10,18,NA,3,5,9,4,2,4,4,4,1,1,1,0,0,0,0,0,0,0,1904.64,1547.52,357.12,1011.84,0,238.08,297.6,357.12,0,0,0,0,0,105.813333333333,9,12,1305,1,5,2,6,14,0,0,1,0,1
"2563",1,0,2,2,2,1,2,7,4,2,NA,NA,1,1,1,1,2,NA,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,NA,4,5,NA,2,3,7,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,4796.21,4690.3,105.91,151.3,0,4539,75.65,30.26,0,0,0,0,0,1598.73666666667,10,2,232,2,3,1,1,2,0,0,1,0,2
"2579",1,0,2,2,2,1,4,6,2,3,4,1,1,1,1,2,1,9,2,5,8,10,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,14,10,3,4,10,3,7,10,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,819.2,179.2,640,320,0,128,256,64,51.2,0,0,0,0,163.84,8,3,401,1,4,1,1,5,0,1,0,0,2
"2586",1,0,2,2,2,1,8,1,7,3,NA,NA,1,1,1,9,1,18,1,4,5,6,8,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,20,6,4,5,NA,4,5,7,4,5,5,5,5,1,1,0,0,0,0,0,0,0,0,700,300,400,292,0,194,97,20,97,0,0,0,0,116.666666666667,6,17,5009,1,5,2,1,6,0,1,0,0,3
"2591",1,0,2,2,2,4,2,4,NA,3,NA,NA,1,1,1,1,2,NA,2,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,6,8,5,6,NA,1,5,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1338.3,0,1338.3,297.4,0,892.2,148.7,0,0,0,0,0,0,167.2875,8,2,205,2,11,2,1,3,0,1,0,0,3
"2601",1,0,2,2,2,7,NA,NA,NA,8,3,NA,1,1,1,17,1,14,17,1,2,65,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,33,1,105,65,3,4,5,2,3,NA,4,4,5,4,5,1,0,0,0,0,1,0,0,0,0,1001,1001,0,0,0,154,539,308,0,0,0,0,0,30.3333333333333,7,16,5031,2,8,1,3,4,0,1,0,0,2
"2605",1,0,2,2,2,1,3,4,7,3,2,4,1,1,1,17,18,22,17,1,2,3,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,98,NA,NA,98,NA,NA,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,223.561,107.926,115.635,107.926,0,0,77.09,38.545,0,0,0,0,0,74.5203333333333,7,10,1001,2,7,1,2,5,0,1,0,0,2
"2622",1,0,2,2,2,1,1,3,11,2,3,4,1,1,1,2,17,1,17,1,2,5,6,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,28,29,1,5,8,NA,3,7,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1300,0,1300,0,300,1000,0,0,0,0,0,0,0,216.666666666667,10,19,5053,1,7,1,2,6,0,0,1,0,2
"2629",1,0,2,2,2,1,5,3,4,3,6,2,1,1,1,11,18,20,11,1,2,4,6,8,14,59,65,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,11,14,6,59,10,15,20,1,4,9,4,5,5,4,5,1,1,1,0,0,0,0,0,0,0,2244.065,304.28,1939.785,608.56,0,1141.05,380.35,114.105,0,0,0,0,0,204.005909090909,4,8,603,1,5,2,4,9,1,0,0,0,3
"2630",1,0,2,2,2,1,6,4,3,8,NA,NA,1,1,1,19,7,2,19,24,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,NA,NA,98,NA,NA,98,NA,NA,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,1022.4,0,1022.4,127.8,0,0,127.8,127.8,639,0,0,0,0,204.48,9,3,401,1,8,1,1,2,0,0,1,0,1
"2636",1,0,2,2,2,5,NA,NA,NA,2,3,1,1,1,1,2,17,1,2,1,2,4,5,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,14,1,5,NA,NA,1,NA,NA,5,4,4,4,5,1,1,0,0,0,0,0,0,0,0,877.54,877.54,0,242.08,0,302.6,302.6,30.26,0,0,0,0,0,175.508,11,2,254,1,8,1,1,6,0,0,1,0,2
"2639",1,0,2,2,2,1,7,4,10,3,2,1,1,1,1,2,1,NA,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,NA,1,5,9,2,3,10,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,756.5,605.2,151.3,219.385,0,461.465,75.65,0,0,0,0,0,0,378.25,10,2,201,2,4,1,1,2,0,0,1,0,2
"2662",1,0,3,3,1,1,1,13,2,3,5,7,1,1,1,1,3,17,22,4,5,6,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,4,6,9,1,3,4,4,6,7,4,4,4,5,5,1,0,1,0,0,0,0,0,0,0,346.616,0,346.616,112.416,0,117.1,70.26,46.84,0,0,0,0,0,24.7582857142857,9,7,5051,2,9,1,1,5,0,0,1,0,2
"2668",1,0,3,3,1,1,1,16,4,5,3,2,1,1,1,2,18,7,18,124,125,128,129,130,131,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,124,128,130,1,10,11,2,3,10,4,3,4,4,4,2,1,0,0,0,0,0,0,0,0,727,436.2,290.8,0,436.2,145.4,145.4,0,0,0,0,0,0,121.166666666667,3,2,254,1,4,1,1,7,1,0,0,0,1
"2682",1,0,3,3,1,1,1,2,3,3,2,5,1,1,1,1,7,9,1,1,3,4,5,6,8,14,17,18,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,28,4,1,3,4,6,4,5,7,4,5,5,5,5,1,0,0,1,0,0,0,0,0,0,600,0,600,300,0,200,100,0,0,0,0,0,0,100,3,9,806,2,3,1,2,11,1,0,0,0,3
