"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"2709",1,0,3,3,1,1,1,2,6,1,3,5,4,3,25,1,9,4,9,1,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,24,3,8,15,2,5,7,3,2,4,3,5,2,1,0,0,0,0,0,0,0,0,837,0,837,0,558,279,0,0,0,0,0,0,0,209.25,1,6,701,2,1,2,2,4,0,0,0,1,1
"2793",1,0,3,3,1,1,1,4,9,3,1,2,4,3,4,18,1,2,18,96,97,98,99,100,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,96,99,98,5,8,10,1,10,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,427.136,0,427.136,0,199.936,172.672,27.264,0,0,0,0,0,27.264,142.378666666667,9,1,22,1,6,4,1,6,0,0,1,0,2
"2819",1,0,3,3,1,1,1,8,4,5,2,1,4,3,41,22,2,1,17,1,2,3,6,8,9,12,16,20,28,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,6,20,8,NA,NA,2,4,NA,4,4,5,4,4,2,1,0,0,0,0,0,0,0,0,1650,0,1650,0,850,800,0,0,0,0,0,0,0,412.5,10,19,5208,2,7,1,3,11,0,0,1,0,2
"2867",1,0,3,3,1,1,13,7,2,3,1,4,4,2,2,9,17,1,9,1,8,13,22,28,48,72,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,48,28,5,9,8,1,5,9,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1131.99,0,1131.99,0,491.79,640.2,0,0,0,0,0,0,0,282.9975,4,6,701,2,3,0,6,8,1,0,0,0,2
"2888",1,0,3,3,1,1,16,4,8,2,3,4,4,2,2,20,17,1,20,1,2,3,4,5,6,10,13,14,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,2,4,4,5,9,4,7,8,4,3,4,4,4,1,0,1,0,0,0,0,0,0,0,770,0,770,200,0,200,300,70,0,0,0,0,0,70,10,14,1703,2,5,1,1,11,0,0,1,0,1
"2900",1,0,3,3,1,1,2,1,NA,3,7,4,4,3,18,1,18,2,1,1,2,5,8,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,5,47,3,4,5,3,5,7,4,4,4,4,5,2,1,0,0,0,0,0,0,0,0,2175,1050,1125,0,1050,1125,0,0,0,0,0,0,0,543.75,8,18,5732,2,1,2,2,6,0,1,0,0,2
"2902",1,0,3,3,1,1,2,1,11,3,1,NA,4,3,3,2,17,1,1,1,5,24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,24,28,3,9,NA,1,7,9,5,2,3,3,4,2,1,0,0,0,0,0,0,0,0,1117.2,588,529.2,0,588,294,235.2,0,0,0,0,0,0,279.3,7,6,701,2,3,2,3,4,0,1,0,0,1
"2910",1,0,3,3,1,1,2,1,4,3,1,5,4,3,26,1,7,21,1,1,2,4,5,6,8,10,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,6,50,5,9,15,3,5,7,5,5,4,4,4,2,1,0,0,0,0,0,0,0,0,1171.6,666.6,505,0,666.6,404,101,0,0,0,0,0,0,167.371428571429,1,17,5009,2,5,2,3,9,0,0,0,1,3
"2911",1,0,3,3,1,1,2,1,4,3,2,5,4,3,3,1,18,17,18,1,2,5,6,8,13,16,124,125,126,131,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,125,124,1,4,5,6,5,7,10,4,3,3,4,3,1,0,1,0,0,0,0,0,0,0,1696.02,958.62,737.4,589.92,0,737.4,110.61,258.09,0,0,0,0,0,212.0025,9,4,402,2,2,1,2,12,0,0,1,0,1
"2919",1,0,3,3,1,1,2,1,9,1,3,2,4,3,11,1,2,20,1,1,5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,8,5,8,NA,1,5,7,5,4,4,5,5,1,1,0,0,0,0,0,0,0,0,1999.2,1764,235.2,294,0,1470,205.8,29.4,0,0,0,0,0,499.8,7,6,701,1,3,1,1,4,0,1,0,0,2
"2986",1,0,3,3,1,1,3,1,10,1,2,3,4,3,4,18,17,1,18,83,96,97,98,99,100,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,83,100,99,6,10,12,1,10,NA,5,5,5,4,5,2,1,0,0,0,0,0,0,0,0,763.251,0,763.251,0,350.92,307.055,61.411,0,0,0,0,0,43.865,190.81275,10,1,1,1,4,2,2,7,0,0,1,0,3
"3000",1,0,3,3,1,1,3,11,12,2,1,NA,4,3,20,17,1,2,17,85,96,99,103,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,103,997,99,10,18,NA,10,NA,NA,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,570.24,17.82,552.42,0,356.4,133.65,44.55,17.82,0,0,0,0,17.82,190.08,5,1,1,2,4,3,2,5,1,0,0,0,2
"3007",1,0,3,3,1,1,3,2,1,3,2,1,4,3,4,17,2,20,17,1,3,4,7,9,14,16,20,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,9,20,16,3,11,12,1,NA,NA,5,3,4,5,5,1,1,0,0,0,0,0,0,0,0,4800,4800,0,2000,0,1500,1000,300,0,0,0,0,0,320,8,97,5029,1,5,1,2,10,0,1,0,0,1
"3044",1,0,3,3,1,1,3,7,16,5,3,1,4,3,21,4,2,7,2,1,5,8,10,13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,1,5,4,5,10,2,5,7,5,3,4,3,5,2,1,0,0,0,0,0,0,0,0,1875,0,1875,0,1125,750,0,0,0,0,0,0,0,468.75,9,18,6603,1,2,3,2,6,0,0,1,0,1
"3082",1,0,3,3,1,1,4,2,10,3,2,4,4,3,6,1,20,2,1,1,2,3,5,6,8,16,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,8,5,10,NA,1,3,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,879,0,879,146.5,0,586,29.3,117.2,0,0,0,0,0,175.8,6,6,701,2,3,2,1,9,0,1,0,0,3
"3112",1,0,3,3,1,1,6,NA,NA,3,2,5,4,3,5,1,7,2,7,2,4,5,6,8,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,NA,NA,4,5,8,1,4,7,4,5,4,4,5,1,1,0,0,0,0,0,0,0,0,2100,2100,0,1500,0,600,0,0,0,0,0,0,0,420,8,19,5053,2,4,1,1,7,0,1,0,0,3
"3158",1,0,3,3,1,1,7,2,4,3,2,1,4,3,7,3,2,1,3,72,73,77,78,88,89,92,96,97,98,99,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,5,72,98,88,4,5,12,2,3,10,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,1782,0,1782,0,972,486,97.2,97.2,0,0,0,0,129.6,356.4,3,5,501,1,4,2,3,13,1,0,0,0,2
"3177",1,0,3,3,1,1,7,6,4,1,NA,NA,4,3,20,17,1,2,2,4,5,8,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,NA,NA,11,13,10,1,5,7,5,4,4,3,4,2,1,0,0,0,0,0,0,0,0,1332,0,1332,0,699.3,499.5,133.2,0,0,0,0,0,0,266.4,5,5,504,1,6,1,1,5,1,0,0,0,2
"3215",1,0,3,3,1,1,9,4,16,2,NA,NA,4,3,4,2,8,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,NA,NA,10,NA,NA,10,NA,NA,4,3,3,3,4,1,1,0,0,0,0,0,0,0,0,149.141,0,149.141,70.184,0,26.319,43.865,8.773,0,0,0,0,0,49.7136666666667,11,1,2,1,3,1,1,1,0,0,1,0,1
"3261",1,0,3,3,1,4,2,4,1,3,2,4,4,3,6,1,2,17,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,2,5,3,4,5,2,3,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1575,75,1500,75,0,600,450,300,150,0,0,0,0,315,8,6,701,1,4,3,1,3,0,1,0,0,3
"3383",1,0,3,3,1,6,NA,NA,NA,1,NA,NA,4,3,16,10,NA,NA,10,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,8,997,NA,NA,10,12,NA,1,9,NA,5,5,5,3,5,1,1,0,0,0,0,0,0,0,0,427.492924992092,0,427.492924992092,0,0,427.492924992092,0,0,0,0,0,0,0,53.4366156240114,7,8,603,1,7,4,1,1,0,1,0,0,3
"3389",1,0,3,3,1,6,NA,NA,NA,1,3,NA,4,3,17,1,2,18,18,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,4,8,3,4,5,1,5,NA,4,4,4,4,5,2,0,1,0,0,0,0,0,0,0,1091.2,0,1091.2,0,607.2,484,0,0,0,0,0,0,0,218.24,6,19,5053,2,10,4,1,3,0,1,0,0,2
"3392",1,0,3,3,1,6,NA,NA,NA,1,3,4,4,3,18,1,2,18,18,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,8,5,11,16,1,5,NA,4,4,4,4,4,2,0,1,0,0,0,0,0,0,0,946,0,946,0,594,220,88,44,0,0,0,0,0,189.2,6,19,5053,1,10,5,1,3,0,1,0,0,2
"3393",1,0,3,3,1,6,NA,NA,NA,1,4,6,4,3,5,1,2,3,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,43,NA,NA,8,10,12,1,2,9,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,1150,0,1150,0,0,700,200,150,100,0,0,0,0,82.1428571428571,12,19,5208,2,9,2,1,1,0,0,0,1,2
"3395",1,0,3,3,1,6,NA,NA,NA,1,7,2,4,2,2,15,2,1,1,4,5,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,4,5,9,10,1,7,10,5,5,5,4,5,1,1,0,0,0,0,0,0,0,0,1442.39,743.5,698.89,966.55,0,223.05,148.7,74.35,29.74,0,0,0,0,288.478,8,2,201,2,4,1,2,4,0,1,0,0,3
"3396",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,2,2,10,1,NA,10,1,8,13,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,13,8,4,NA,NA,5,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,170.997169996837,0,170.997169996837,0,0,170.997169996837,0,0,0,0,0,0,0,28.4995283328061,7,16,5133,1,12,0,1,4,0,1,0,0,3
"3397",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,2,2,15,8,7,15,9,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,NA,NA,1,NA,NA,9,NA,NA,4,4,4,4,5,1,1,0,0,0,0,0,0,0,0,1129.6588,868.968273968317,260.690482190495,521.38096438099,0,173.793654793663,347.587309587327,86.8968273968317,0,0,0,0,0,161.379828571429,5,9,888,1,7,3,2,2,1,0,0,0,2
"3398",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,2,2,16,1,NA,16,89,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,997,89,NA,10,NA,NA,9,10,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1200,1200,0,450,0,0,300,450,0,0,0,0,0,300,4,9,856,1,5,3,1,2,1,0,0,0,3
"3399",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,2,2,16,15,NA,15,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,20,NA,4,10,17,3,5,9,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,2000,0,2000,1000,0,300,300,200,200,0,0,0,0,333.333333333333,8,18,5006,1,7,3,1,2,0,1,0,0,2
"3400",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,3,14,2,1,1,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,90,997,NA,NA,5,NA,NA,3,NA,NA,5,3,3,3,4,1,0,0,0,0,1,0,0,0,0,1234.21,0,1234.21,0,0,743.5,446.1,44.61,0,0,0,0,0,NA,8,2,202,1,6,2,1,1,0,1,0,0,1
"3401",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,3,15,16,17,15,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,1,64,NA,10,NA,NA,9,NA,NA,5,4,5,3,5,1,1,0,0,0,0,0,0,0,0,2260.49,2260.49,0,797.82,0,531.88,664.85,265.94,0,0,0,0,0,322.927142857143,11,11,1101,2,12,1,2,2,0,0,1,0,2
"3402",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,3,16,1,17,17,1,7,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,7,33,4,5,NA,10,NA,NA,4,4,4,3,4,1,1,0,0,0,0,0,0,0,0,328.041399877204,0,328.041399877204,245.592491886677,0,38.5931058679063,17.5423208490483,26.3134812735725,0,0,0,0,0,109.347133292401,9,18,5109,2,7,1,2,3,0,0,1,0,2
"3403",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,3,16,13,15,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,41,NA,NA,18,NA,NA,10,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,280.677133584773,219.279010613104,61.3981229716692,219.279010613104,0,17.5423208490483,43.8558021226209,0,0,0,0,0,0,70.1692833961934,9,12,1328,1,2,3,1,1,0,0,1,0,3
"3404",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,4,14,13,1,18,4,5,12,20,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,12,4,114,4,NA,NA,7,NA,NA,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,902.2188,437.970270578033,464.248486812715,578.120757163004,0,52.556432469364,140.150486584971,131.39108117341,0,0,0,0,0,128.8884,6,18,5006,1,4,1,2,5,0,1,0,0,2
"3405",1,0,3,3,1,6,NA,NA,NA,2,NA,NA,4,3,4,16,15,1,16,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,20,NA,10,NA,NA,6,10,NA,4,4,3,3,4,1,1,0,0,0,0,0,0,0,0,600,0,600,500,0,100,0,0,0,0,0,0,0,150,2,9,816,1,5,4,1,2,0,0,0,1,2
"3419",1,0,3,3,1,6,NA,NA,NA,2,3,NA,4,2,2,14,11,1,14,1,3,5,6,8,9,12,20,28,29,32,41,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,90,1,41,997,4,7,NA,5,10,11,4,4,4,3,5,1,0,0,0,0,1,0,0,0,0,1900,1000,900,0,0,1200,600,100,0,0,0,0,0,NA,5,16,5520,1,5,1,2,13,1,0,0,0,2
"3420",1,0,3,3,1,6,NA,NA,NA,2,3,NA,4,2,2,16,1,NA,16,4,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,997,NA,10,18,NA,9,10,NA,4,5,5,4,5,1,1,0,0,0,0,0,0,0,0,1421.41215266779,812.235515810164,609.176636857623,812.235515810164,0,81.2235515810164,406.117757905082,121.835327371525,0,0,0,0,0,284.282430533557,1,9,851,1,5,2,2,2,0,0,0,1,3
"3421",1,0,3,3,1,6,NA,NA,NA,2,3,NA,4,2,2,16,17,1,2,108,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,108,NA,NA,5,NA,NA,1,NA,NA,5,4,4,3,4,1,1,0,0,0,0,0,0,0,0,373.38,175.26,198.12,67.2084,0,171.7548,59.7408,74.676,0,0,0,0,0,124.46,9,2,219,1,3,2,2,2,0,0,1,0,2
