"","revisit_code","num_revisit","decision_time_code","decision_time","other_country","purpose","motivation1","motivation2","motivation3","path_get_inform1","path_get_inform2","path_get_inform3","companion","num_companion_code","num_companion","activity1","activity2","activity3","prefer_activity","visit_place1","visit_place2","visit_place3","visit_place4","visit_place5","visit_place6","visit_place7","visit_place8","visit_place9","visit_place10","visit_place11","visit_place12","visit_place13","visit_place14","visit_place15","visit_place16","visit_place17","visit_place18","visit_place19","visit_place20","visit_place21","visit_place22","visit_place23","visit_place24","visit_place25","visit_place26","visit_place27","visit_place28","visit_place29","visit_place30","visit_place31","visit_place32","visit_place33","visit_place34","visit_place35","visit_place36","visit_place37","visit_place38","visit_place39","visit_place40","visit_place41","visit_place42","visit_place43","visit_place44","visit_place45","visit_place46","visit_place47","visit_place48","visit_seoul","visit_inceon","visit_gyeongi","visit_gangwon","visit_daejeon","visit_chungbuk","visit_chungnam","visit_sejong","visit_gyeongbuk","visit_gyeongnam","visit_daegu","visit_ulsan","visit_busan","visit_gwangju","visit_jeonbuk","visit_jeonnam","visit_jeju","visit_etc","period_code","period","prefer_visit_place1","prefer_visit_place2","prefer_visit_place3","shopping_goods1","shopping_goods2","shopping_goods3","shopping_place1","shopping_place2","shopping_place3","satisfaction","revisit_intention","recommend_intention","image_korea_before","image_korea_after","type","accomodations_hotel","accomodations_guesthouse","accomodations_condo","accomodations_friend","accomodations_official","accomodations_temple","accomodations_homestay","accomodations_etc","accomodations_no","total_pay","total_card","total_cash","pay_accomodations","pay_agency_abroad","pay_shopping","pay_eat","pay_transportation","pay_entertainment","pay_agency_kor","pay_culture","pay_exercise","pay_etc","daily_pay","date_survey","nation","city","gender","job","age","area_total","site_total","spring","summer","fall","winter","satisfaction_index"
"24",1,0,1,1,1,1,1,2,10,3,2,5,4,2,2,1,18,11,18,124,125,132,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,125,124,132,5,10,NA,2,9,NA,4,4,4,3,4,1,1,0,0,0,0,0,0,0,0,2291.73828348802,1234.01292187817,1057.72536160986,969.581581475703,0,264.431340402464,440.718900670774,352.575120536619,264.431340402464,0,0,0,0,286.467285436003,10,2,202,1,4,1,1,4,0,0,1,0,2
"33",1,0,1,1,1,1,1,2,3,1,2,3,4,3,10,1,18,2,18,1,2,4,6,8,13,16,17,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,8,20,5,11,12,3,5,9,4,4,5,5,4,2,1,0,0,0,0,0,0,0,0,2000,0,2000,0,1000,1000,0,0,0,0,0,0,0,333.333333333333,11,19,5208,1,3,2,1,10,0,0,1,0,1
"44",1,0,1,1,1,1,1,2,3,3,4,6,4,3,17,1,17,18,18,1,3,4,5,6,8,9,10,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,3,16,1,9,18,3,4,8,4,5,5,4,4,1,0,1,0,0,0,0,0,0,0,406.62,0,406.62,112.95,0,112.95,90.36,45.18,0,33.885,11.295,0,0,81.324,4,7,5001,1,1,2,1,10,1,0,0,0,3
"63",1,0,1,1,1,1,1,2,4,2,3,7,4,2,2,18,1,2,18,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,11,5,4,6,NA,9,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,500,250,250,100,0,200,100,100,0,0,0,0,0,250,10,14,1775,2,5,1,1,3,0,0,1,0,3
"64",1,0,1,1,1,1,1,2,4,2,4,3,4,3,5,1,2,4,2,9,10,14,16,17,5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,16,14,5,10,NA,6,7,10,4,5,5,5,5,1,0,1,0,0,0,0,0,0,0,2715.86916300307,848.70911343846,1867.16004956461,848.70911343846,0,1273.06367015769,424.35455671923,169.741822687692,0,0,0,0,0,387.981309000439,2,5,507,2,3,1,2,7,0,0,0,1,3
"80",1,0,1,1,1,1,1,2,4,9,NA,NA,4,3,3,3,2,4,4,125,128,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,125,128,133,3,5,10,3,9,NA,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,438.77,287.47,151.3,136.17,0,151.3,75.65,75.65,0,0,0,0,0,109.6925,10,2,337,1,7,3,1,3,0,0,1,0,2
"120",1,0,1,1,1,1,1,3,5,3,1,NA,4,3,11,1,9,18,18,1,2,4,5,8,13,16,28,48,124,132,133,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,124,48,16,4,6,9,2,3,7,5,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1762.8756026831,0,1762.8756026831,0,881.437801341548,881.437801341548,0,0,0,0,0,0,0,352.575120536619,10,19,5208,1,4,2,4,13,0,0,1,0,3
"124",1,0,1,1,1,1,1,3,7,2,3,NA,4,3,4,1,18,2,18,3,4,5,8,10,13,14,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,17,3,5,6,10,7,10,NA,4,5,5,3,5,3,1,0,0,0,0,0,0,0,0,801.9,534.6,267.3,0,338.58,267.3,178.2,17.82,0,0,0,0,0,200.475,5,1,2,2,4,2,1,9,1,0,0,0,3
"137",1,0,1,1,1,1,1,4,12,3,2,1,4,3,12,22,20,1,22,5,8,9,24,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,9,5,119,3,5,NA,5,6,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1500,0,1500,700,0,400,200,100,100,0,0,0,0,375,6,17,5009,1,10,5,3,5,0,1,0,0,3
"147",1,0,1,1,1,1,1,4,2,2,3,4,4,2,2,7,2,1,7,4,5,8,20,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,5,20,4,5,10,1,3,7,4,5,5,4,4,1,1,0,0,0,0,0,0,0,0,3048,3048,0,914.4,0,1524,609.6,0,0,0,0,0,0,762,9,2,201,1,2,1,2,5,0,0,1,0,3
"148",1,0,1,1,1,1,1,4,2,2,3,7,4,2,2,1,7,17,7,1,3,9,20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,31,20,4,11,12,6,8,9,4,5,5,4,5,1,0,1,0,0,0,0,0,0,0,546.2875,147.5375,398.75,55.825,0,159.5,319,11.9625,0,0,0,0,0,68.2859375,9,8,622,1,4,0,2,5,0,0,1,0,3
"162",1,0,1,1,1,1,1,5,11,1,NA,NA,4,3,13,18,17,20,22,1,3,5,8,9,15,48,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,50,8,1,4,8,5,6,7,5,3,5,3,4,2,1,0,0,0,0,0,0,0,0,902.8,0,902.8,0,481,421.8,0,0,0,0,0,0,0,180.56,1,18,5006,1,2,4,2,9,0,0,0,1,1
"184",1,0,1,1,1,1,1,7,4,2,1,3,4,2,2,9,12,11,9,3,4,5,6,8,9,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,14,5,6,10,3,7,8,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,2619,1164,1455,291,0,2182.5,145.5,0,0,0,0,0,0,523.8,4,2,210,1,3,1,1,8,1,0,0,0,2
"208",1,0,1,1,1,1,10,16,1,9,NA,NA,4,3,10,15,1,2,1,4,143,701,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,NA,NA,5,NA,NA,2,NA,NA,4,3,3,3,4,1,1,0,0,0,0,0,0,0,0,1210.4,453.9,756.5,453.9,0,453.9,151.3,151.3,0,0,0,0,0,302.6,10,2,202,2,3,1,3,4,0,0,1,0,1
"238",1,0,1,1,1,1,11,4,1,1,3,2,4,3,15,1,2,20,20,1,2,4,8,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,8,8,9,11,1,5,9,4,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1700,1700,0,0,1000,500,200,0,0,0,0,0,0,425,9,19,5208,1,3,3,1,6,0,0,1,0,3
"268",1,0,1,1,1,1,13,7,1,1,3,2,4,3,20,2,9,22,9,2,5,8,10,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,48,9,10,19,5,7,10,4,5,5,5,5,2,0,1,0,0,0,0,0,0,0,915.75,0,915.75,0,516.15,366.3,33.3,0,0,0,0,0,0,183.15,5,5,501,1,4,1,2,5,1,0,0,0,3
"292",1,0,1,1,1,1,16,12,7,2,3,4,4,3,4,2,7,1,1,5,8,9,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,5,10,NA,NA,1,6,NA,3,2,3,3,3,1,1,0,0,0,0,0,0,0,0,1294.95,1164,130.95,261.9,0,873,145.5,14.55,0,0,0,0,0,323.7375,4,2,201,2,3,1,1,5,1,0,0,0,1
"314",1,0,1,1,1,1,17,3,1,1,NA,NA,4,3,26,1,2,18,2,1,4,5,8,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,50,1,4,5,8,10,2,9,10,3,2,2,4,3,2,1,0,0,0,0,0,0,0,0,573.2,286.6,286.6,0,0,573.2,0,0,0,0,0,0,0,114.64,2,2,204,1,6,3,2,6,0,0,0,1,1
"321",1,0,1,1,1,1,2,1,NA,8,NA,NA,4,3,11,1,NA,NA,1,230,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,21,NA,NA,5,NA,NA,1,NA,NA,5,5,5,5,5,2,0,0,1,0,0,0,0,0,0,1400,0,1400,0,500,250,250,400,0,0,0,0,0,280,4,19,5208,1,4,1,2,3,1,0,0,0,3
"322",1,0,1,1,1,1,2,1,16,2,3,5,4,2,2,1,2,9,1,5,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,10,8,3,5,8,10,5,7,4,4,5,4,4,1,1,0,0,0,0,0,0,0,0,924,0,924,440,0,396,44,44,0,0,0,0,0,154,12,19,5208,2,3,1,1,3,0,0,0,1,2
"325",1,0,1,1,1,1,2,1,3,3,5,1,4,3,12,1,2,3,1,1,2,4,5,6,8,10,11,13,14,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,1,1,4,10,4,5,7,4,5,4,3,4,2,1,0,0,0,0,0,0,0,0,2475,750,1725,0,1350,1125,0,0,0,0,0,0,0,495,7,18,5732,2,3,2,1,12,0,1,0,0,3
"360",1,0,1,1,1,1,2,3,7,3,2,7,4,3,13,1,11,17,1,1,3,5,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,5,4,5,8,1,3,7,5,5,5,3,4,2,1,0,0,0,0,0,0,0,0,594.096379406922,424.35455671923,169.741822687692,0,424.35455671923,84.870911343846,84.870911343846,0,0,0,0,0,0,148.52409485173,2,6,701,1,2,2,2,5,0,0,0,1,3
"370",1,0,1,1,1,1,2,4,1,1,3,7,4,2,2,1,2,19,9,5,8,11,13,17,21,24,28,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,48,28,5,8,12,NA,3,7,10,5,4,5,5,5,2,1,0,1,0,0,0,0,0,0,929.6,597.6,332,0,597.6,332,0,0,0,0,0,0,0,154.933333333333,6,5,501,2,3,3,4,9,0,1,0,0,2
"377",1,0,1,1,1,1,2,4,1,2,3,4,4,2,2,1,2,11,1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,129,NA,NA,3,4,5,1,2,NA,4,3,3,3,3,1,0,1,0,0,0,0,0,0,0,1040.9,743.5,297.4,148.7,0,743.5,148.7,0,0,0,0,0,0,208.18,8,2,290,2,3,1,1,1,0,1,0,0,1
"415",1,0,1,1,1,1,2,4,7,3,5,2,4,3,11,1,2,7,1,1,2,4,5,8,16,17,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,8,4,1,5,11,12,5,7,9,4,4,5,4,4,1,1,0,0,0,0,0,0,0,0,413.904441314877,0,413.904441314877,53.240820252121,0,171.744581458455,128.808436093841,34.348916291691,25.7616872187682,0,0,0,0,137.968147104959,3,17,5009,2,2,1,2,8,1,0,0,0,2
"433",1,0,1,1,1,1,2,7,4,1,3,2,4,3,13,9,2,1,2,1,2,5,8,12,14,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,5,4,5,10,1,7,9,5,4,5,4,4,2,1,0,0,0,0,0,0,0,0,734.706,587.706,147,0,587.706,147,0,0,0,0,0,0,0,183.6765,7,6,701,2,8,0,2,7,0,1,0,0,2
"457",1,0,1,1,1,1,3,1,7,1,NA,NA,4,3,26,1,18,2,2,1,5,10,20,42,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,42,NA,5,8,10,2,9,NA,4,5,5,4,5,2,1,0,0,0,0,0,0,0,0,1576.3,1433,143.3,0,0,1433,143.3,0,0,0,0,0,0,315.26,2,2,204,2,6,3,2,6,0,0,0,1,3
"470",1,0,1,1,1,1,3,16,6,1,3,2,4,3,21,1,17,21,9,1,2,4,5,6,12,13,48,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,997,5,8,10,2,7,NA,5,5,5,5,5,2,1,0,1,0,0,0,0,0,0,17.91,0,17.91,0,13.93,3.98,0,0,0,0,0,0,0,4.4775,4,17,6557,1,1,3,2,9,1,0,0,0,3
"479",1,0,1,1,1,1,3,4,NA,2,NA,NA,4,2,2,2,17,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,NA,NA,10,NA,NA,10,NA,NA,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,681.6,0,681.6,255.6,0,170.4,170.4,85.2,0,0,0,0,0,170.4,1,1,16,1,4,2,1,1,0,0,0,1,3
"524",1,0,1,1,1,1,4,16,7,9,NA,NA,4,3,4,1,7,18,1,1,4,5,6,7,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,6,5,NA,NA,5,NA,NA,5,4,4,4,4,1,1,0,0,0,0,0,0,0,0,2089.15,1974,115.15,263.2,0,1645,164.5,16.45,0,0,0,0,0,522.2875,4,5,501,2,7,1,1,7,1,0,0,0,2
"563",1,0,1,1,1,1,4,8,10,3,NA,NA,4,3,4,7,11,17,11,5,13,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,5,19,9,11,13,7,NA,NA,3,4,3,3,4,1,1,0,0,0,0,0,0,0,0,951.3,604,347.3,302,0,483.2,120.8,45.3,0,0,0,0,0,190.26,10,6,701,1,7,2,1,4,0,0,1,0,2
"571",1,0,1,1,1,1,5,2,1,3,1,2,4,3,21,1,7,NA,1,1,4,5,6,8,10,13,16,20,125,131,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,125,1,16,3,5,10,2,5,7,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,1146.4,573.2,573.2,0,429.9,716.5,0,0,0,0,0,0,0,229.28,1,2,321,1,4,2,2,12,0,0,0,1,1
"585",1,0,1,1,1,1,6,NA,NA,3,5,8,4,3,17,1,2,10,10,4,5,24,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,42,8,5,5,10,NA,5,7,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1390.5,772.5,618,0,772.5,618,0,0,0,0,0,0,0,231.75,1,5,504,2,2,2,3,6,0,0,0,1,2
"589",1,0,1,1,1,1,6,2,16,2,1,3,4,3,23,1,2,10,10,2,4,5,10,12,20,23,24,26,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,42,4,5,10,15,2,3,7,4,4,4,4,5,2,1,0,0,0,0,0,0,0,0,859.8,716.5,143.3,0,0,716.5,143.3,0,0,0,0,0,0,171.96,1,2,226,2,3,1,4,11,0,0,0,1,2
"662",1,0,1,1,1,1,8,1,2,3,1,2,4,3,17,17,1,2,1,1,6,8,12,31,48,50,82,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,125,48,82,5,8,16,1,2,5,5,5,5,4,5,2,1,0,0,0,0,0,0,0,0,990,990,0,0,990,0,0,0,0,0,0,0,0,198,5,19,5208,2,3,2,5,9,1,0,0,0,3
"674",1,0,1,1,1,1,8,4,3,3,2,4,4,3,3,1,7,2,2,1,3,5,14,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,1,3,4,5,10,1,2,7,5,4,4,5,5,1,0,1,0,0,0,0,0,0,0,1122.50948284965,487.341309486098,635.168173363548,350.885742829991,0,406.117757905082,243.670654743049,40.6117757905082,0,0,81.2235515810164,0,0,160.35849754995,1,19,5208,2,2,2,1,6,0,0,0,1,2
"680",1,0,1,1,1,1,9,12,11,1,2,NA,4,3,5,18,2,4,18,80,84,96,97,99,100,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,80,84,99,1,5,10,1,9,NA,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,814.8,194,620.8,0,388,349.2,38.8,0,0,0,0,0,38.8,203.7,11,17,5107,1,4,4,2,7,0,0,1,0,2
"687",1,0,1,1,1,1,9,4,NA,3,2,1,4,2,2,17,2,1,17,4,5,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,4,5,9,10,NA,1,5,7,4,4,4,3,4,2,0,1,0,0,0,0,0,0,0,879.0745,0,879.074510355498,0,553.816941523964,325.257568831534,0,0,0,0,0,0,0,175.8149,4,5,501,1,4,3,2,4,1,0,0,0,2
